building_chain	id
#building_chain_availability_sets_tables;0;db/building_chain_availability_sets_tables/rhox_mar	
rhox_mar_foreign_corruption	wh_main_bas_vmp
rhox_mar_foreign_income	wh_main_bas_vmp
rhox_mar_foreign_trade	wh_main_bas_vmp
rhox_mar_emp_walls	wh_main_bas_emp
rhox_mar_emp_garrison	wh_main_bas_emp
rhox_egmond_emp_walls	wh_main_bas_emp
rhox_egmond_emp_garrison	wh_main_bas_emp
rhox_mar_emp_allied_outpost	wh_main_bas_emp
rhox_egmond_emp_allied_outpost	wh_main_bas_emp
rhox_mar_rijker	wh_main_bas_emp
rhox_mar_eilhart	wh_main_bas_emp
