unit	military_group
#units_to_groupings_military_permissions_tables;0;db/units_to_groupings_military_permissions_tables/hkrul_mar_supplement	
hkrul_dauphine	wh_main_group_empire
ovn_mar_cha_wizard_sea_0	wh_main_group_empire
hkrul_dauphine_1	wh_main_group_empire
hkrul_dauphine_2	wh_main_group_empire
ovn_mar_cha_wizard_sea_1	wh_main_group_empire
ovn_mar_cha_wizard_sea_2	wh_main_group_empire
hkrul_dauphine_3	wh_main_group_empire
hkrul_manann_flagellant	wh_main_group_empire
hkrul_fooger	wh_main_group_empire
