id	group	priority
#campaign_group_members_tables;1;db/campaign_group_members_tables/rhox_mar		
rhox_mar_caravan	rhox_mar_caravan	0.0000
rhox_mar_stances_mar_caravan_master	rhox_mar_stances_mar_caravan_master	0.0000
rhox_mar_mundvard_stances_slaver	rhox_mar_mundvard_stances_slaver	0.0000
rhox_egmond_feature	rhox_egmond_feature	0.0000
rhox_mundvard_feature	rhox_mundvard_feature	0.0000
rhox_mar_agent_action_establish_pirate_cove	rhox_mar_agent_action_establish_pirate_cove	0.0000
rhox_mar_captive_option_enslave_mudvard	rhox_mar_captive_option_enslave_mudvard	1.0000
wh3_main_corruption_chaos_1-10_rhox_mar_egmond	wh3_main_corruption_nurgle_chaos_1-10	2.0000
wh3_main_corruption_chaos_11-20_rhox_mar_egmond	wh3_main_corruption_nurgle_chaos_11-20	2.0000
wh3_main_corruption_chaos_21-30_rhox_mar_egmond	wh3_main_corruption_nurgle_chaos_21-30	2.0000
wh3_main_corruption_chaos_31-40_rhox_mar_egmond	wh3_main_corruption_nurgle_chaos_31-40	2.0000
wh3_main_corruption_chaos_41-50_rhox_mar_egmond	wh3_main_corruption_nurgle_chaos_41-50	2.0000
wh3_main_corruption_chaos_51-60_rhox_mar_egmond	wh3_main_corruption_nurgle_chaos_51-60	2.0000
wh3_main_corruption_chaos_61-70_rhox_mar_egmond	wh3_main_corruption_nurgle_chaos_61-70	2.0000
wh3_main_corruption_chaos_71-80_rhox_mar_egmond	wh3_main_corruption_nurgle_chaos_71-80	2.0000
wh3_main_corruption_chaos_81-90_rhox_mar_egmond	wh3_main_corruption_nurgle_chaos_81-90	2.0000
wh3_main_corruption_chaos_91-100_rhox_mar_egmond	wh3_main_corruption_nurgle_chaos_91-100	2.0000
wh3_main_corruption_khorne_1-10_rhox_mar_egmond	wh3_main_corruption_khorne_chaos_1-10	2.0000
wh3_main_corruption_khorne_11-20_rhox_mar_egmond	wh3_main_corruption_khorne_chaos_11-20	2.0000
wh3_main_corruption_khorne_21-30_rhox_mar_egmond	wh3_main_corruption_khorne_chaos_21-30	2.0000
wh3_main_corruption_khorne_31-40_rhox_mar_egmond	wh3_main_corruption_khorne_chaos_31-40	2.0000
wh3_main_corruption_khorne_41-50_rhox_mar_egmond	wh3_main_corruption_khorne_chaos_41-50	2.0000
wh3_main_corruption_khorne_51-60_rhox_mar_egmond	wh3_main_corruption_khorne_chaos_51-60	2.0000
wh3_main_corruption_khorne_61-70_rhox_mar_egmond	wh3_main_corruption_khorne_chaos_61-70	2.0000
wh3_main_corruption_khorne_71-80_rhox_mar_egmond	wh3_main_corruption_khorne_chaos_71-80	2.0000
wh3_main_corruption_khorne_81-90_rhox_mar_egmond	wh3_main_corruption_khorne_chaos_81-90	2.0000
wh3_main_corruption_khorne_91-100_rhox_mar_egmond	wh3_main_corruption_khorne_chaos_91-100	2.0000
wh3_main_corruption_nurgle_1-10_rhox_mar_egmond	wh3_main_corruption_nurgle_chaos_1-10	2.0000
wh3_main_corruption_nurgle_11-20_rhox_mar_egmond	wh3_main_corruption_nurgle_chaos_11-20	2.0000
wh3_main_corruption_nurgle_21-30_rhox_mar_egmond	wh3_main_corruption_nurgle_chaos_21-30	2.0000
wh3_main_corruption_nurgle_31-40_rhox_mar_egmond	wh3_main_corruption_nurgle_chaos_31-40	2.0000
wh3_main_corruption_nurgle_41-50_rhox_mar_egmond	wh3_main_corruption_nurgle_chaos_41-50	2.0000
wh3_main_corruption_nurgle_51-60_rhox_mar_egmond	wh3_main_corruption_nurgle_chaos_51-60	2.0000
wh3_main_corruption_nurgle_61-70_rhox_mar_egmond	wh3_main_corruption_nurgle_chaos_61-70	2.0000
wh3_main_corruption_nurgle_71-80_rhox_mar_egmond	wh3_main_corruption_nurgle_chaos_71-80	2.0000
wh3_main_corruption_nurgle_81-90_rhox_mar_egmond	wh3_main_corruption_nurgle_chaos_81-90	2.0000
wh3_main_corruption_nurgle_91-100_rhox_mar_egmond	wh3_main_corruption_nurgle_chaos_91-100	2.0000
wh3_main_corruption_slaanesh_1-10_rhox_mar_egmond	wh3_main_corruption_slaanesh_chaos_1-10	2.0000
wh3_main_corruption_slaanesh_11-20_rhox_mar_egmond	wh3_main_corruption_slaanesh_chaos_11-20	2.0000
wh3_main_corruption_slaanesh_21-30_rhox_mar_egmond	wh3_main_corruption_slaanesh_chaos_21-30	2.0000
wh3_main_corruption_slaanesh_31-40_rhox_mar_egmond	wh3_main_corruption_slaanesh_chaos_31-40	2.0000
wh3_main_corruption_slaanesh_41-50_rhox_mar_egmond	wh3_main_corruption_slaanesh_chaos_41-50	2.0000
wh3_main_corruption_slaanesh_51-60_rhox_mar_egmond	wh3_main_corruption_slaanesh_chaos_51-60	2.0000
wh3_main_corruption_slaanesh_61-70_rhox_mar_egmond	wh3_main_corruption_slaanesh_chaos_61-70	2.0000
wh3_main_corruption_slaanesh_71-80_rhox_mar_egmond	wh3_main_corruption_slaanesh_chaos_71-80	2.0000
wh3_main_corruption_slaanesh_81-90_rhox_mar_egmond	wh3_main_corruption_slaanesh_chaos_81-90	2.0000
wh3_main_corruption_slaanesh_91-100_rhox_mar_egmond	wh3_main_corruption_slaanesh_chaos_91-100	2.0000
wh3_main_corruption_tzeentch_1-10_rhox_mar_egmond	wh3_main_corruption_tzeentch_chaos_1-10	2.0000
wh3_main_corruption_tzeentch_11-20_rhox_mar_egmond	wh3_main_corruption_tzeentch_chaos_11-20	2.0000
wh3_main_corruption_tzeentch_21-30_rhox_mar_egmond	wh3_main_corruption_tzeentch_chaos_21-30	2.0000
wh3_main_corruption_tzeentch_31-40_rhox_mar_egmond	wh3_main_corruption_tzeentch_chaos_31-40	2.0000
wh3_main_corruption_tzeentch_41-50_rhox_mar_egmond	wh3_main_corruption_tzeentch_chaos_41-50	2.0000
wh3_main_corruption_tzeentch_51-60_rhox_mar_egmond	wh3_main_corruption_tzeentch_chaos_51-60	2.0000
wh3_main_corruption_tzeentch_61-70_rhox_mar_egmond	wh3_main_corruption_tzeentch_chaos_61-70	2.0000
wh3_main_corruption_tzeentch_71-80_rhox_mar_egmond	wh3_main_corruption_tzeentch_chaos_71-80	2.0000
wh3_main_corruption_tzeentch_81-90_rhox_mar_egmond	wh3_main_corruption_tzeentch_chaos_81-90	2.0000
