ability	land_unit
#land_units_to_unit_abilites_junctions_tables;0;db/land_units_to_unit_abilites_junctions_tables/hkrul_mar	
hkrul_jk_pork	hkrul_jk
hkrul_jk_politician	hkrul_jk
hkrul_jk_norsca	hkrul_jk
hkrul_jaan_bribe	hkrul_jk
hkrul_pg_hook	hkrul_pg
wh_main_character_abilities_foe_seeker	hkrul_pg
hkrul_pg_cutlass	hkrul_pg
wh_main_character_abilities_deadly_onslaught	hkrul_pg
wh_main_lord_passive_hold_the_line	hkrul_pg
wh_dlc03_unit_passive_drunken	hkrul_klumpf
hkrul_carriers_promise_ror	hkrul_carriers_ror
hkrul_mar_payday	hkrul_carriers_ror
hkrul_carriers_promise	hkrul_carriers
hkrul_hendrik_letter	hkrul_hendrik
hkrul_hendrik_bargain	hkrul_hendrik
hkrul_hendrik_gold	hkrul_hendrik
hkrul_hendrik_pelican	hkrul_hendrik
hkrul_hendrik_faith	hkrul_hendrik
hkrul_jk_pork	hkrul_jk_barded_warhorse
hkrul_jk_politician	hkrul_jk_barded_warhorse
hkrul_jk_norsca	hkrul_jk_barded_warhorse
hkrul_jaan_bribe	hkrul_jk_barded_warhorse
hkrul_pg_hook	hkrul_pg_barded_warhorse
wh_main_character_abilities_foe_seeker	hkrul_pg_barded_warhorse
hkrul_pg_cutlass	hkrul_pg_barded_warhorse
wh_main_character_abilities_deadly_onslaught	hkrul_pg_barded_warhorse
hkrul_hendrik_letter	hkrul_hendrik_warhorse
hkrul_hendrik_letter	hkrul_hendrik_pegasus
hkrul_hendrik_bargain	hkrul_hendrik_warhorse
hkrul_hendrik_bargain	hkrul_hendrik_pegasus
hkrul_hendrik_gold	hkrul_hendrik_warhorse
hkrul_hendrik_gold	hkrul_hendrik_pegasus
hkrul_hendrik_pelican	hkrul_hendrik_warhorse
hkrul_hendrik_pelican	hkrul_hendrik_pegasus
hkrul_hendrik_faith	hkrul_hendrik_warhorse
hkrul_hendrik_faith	hkrul_hendrik_pegasus
wh_main_unit_passive_frenzy	hkrul_klumpf
hkrul_mar_scourge	hkrul_klumpf
wh2_dlc11_unit_passive_extra_powder	hkrul_mar_handguns
wh_dlc03_unit_passive_drunken	hkrul_mar_handguns
wh2_dlc11_unit_passive_extra_powder	hkrul_privateers
wh_main_character_abilities_foe_seeker	hkrul_solkan
wh_main_character_abilities_deadly_onslaught	hkrul_solkan
hkrul_marked_solkan	hkrul_solkan
hkrul_solkan_cloak	hkrul_solkan
hkrul_solkan_scales	hkrul_solkan
hkrul_marked_solkan	hkrul_solkan_mirror
hkrul_solkan_cloak	hkrul_solkan_mirror
wh_main_character_abilities_foe_seeker	hkrul_solkan_mirror
wh_main_character_abilities_deadly_onslaught	hkrul_solkan_mirror
wh_main_character_abilities_foe_seeker	hkrul_solkan_horse
wh_main_character_abilities_deadly_onslaught	hkrul_solkan_horse
hkrul_marked_solkan	hkrul_solkan_horse
hkrul_solkan_cloak	hkrul_solkan_horse
hkrul_solkan_scales	hkrul_solkan_horse
hkrul_mar_sea_bride_standard	hkrul_mar_mananns_blades_ror
wh_dlc03_unit_passive_drunken	hkrul_mar_mananns_blades_ror
hkrul_mar_schilder	hkrul_mar_riverwarden_ror
hkrul_mar_lantern	hkrul_mar_black_caps
wh_main_character_abilities_stand_your_ground	hkrul_mar_egmond
wh_main_lord_passive_hold_the_line	hkrul_mar_egmond
hkrul_mar_egmond_simca	hkrul_mar_egmond
wh_main_character_abilities_stand_your_ground	hkrul_mar_egmond_horse
wh_main_lord_passive_hold_the_line	hkrul_mar_egmond_horse
hkrul_mar_egmond_simca	hkrul_mar_egmond_horse
wh_main_character_abilities_stand_your_ground	hkrul_mar_egmond_longma
wh_main_lord_passive_hold_the_line	hkrul_mar_egmond_longma
hkrul_mar_egmond_simca	hkrul_mar_egmond_longma
hkrul_mar_defenders	hkrul_mar_defenders
hkrul_mar_defenders	hkrul_mar_teuling
wh2_dlc10_unit_passive_unbinding_alith_anar	hkrul_solkan_mirror
wh_main_character_abilities_foe_seeker	hkrul_guzunda
wh_main_character_abilities_deadly_onslaught	hkrul_guzunda
wh_main_lord_passive_hold_the_line	hkrul_guzunda
wh_main_character_abilities_stand_your_ground	hkrul_mar_caravan_master
wh_main_lord_passive_hold_the_line	hkrul_mar_caravan_master
hkrul_caravan_training	hkrul_mar_caravan_master
hkrul_hendrik_pelican	hkrul_mar_caravan_master
wh_main_character_abilities_stand_your_ground	hkrul_mar_caravan_master_horse
wh_main_lord_passive_hold_the_line	hkrul_mar_caravan_master_horse
hkrul_caravan_training	hkrul_mar_caravan_master_horse
hkrul_hendrik_pelican	hkrul_mar_caravan_master_horse
hkrul_mar_cleansing	hkrul_mar_cleansing_flame
hkrul_mar_flock	hkrul_pion
hkrul_mar_smoke	hkrul_pg
wh_main_character_abilities_foe_seeker	hkrul_crispijn
wh_main_character_abilities_deadly_onslaught	hkrul_crispijn
wh_main_hero_abilities_slippery	hkrul_crispijn
wh_main_unit_passive_unstable	hkrul_alicia
wh_main_unit_passive_unstable_mark_ii	hkrul_alicia
