effect_bundle_key	effect_key	effect_scope	value	advancement_stage
#effect_bundles_to_effects_junctions_tables;3;db/effect_bundles_to_effects_junctions_tables/rhox_mar				
rhox_mar_anc_dummy	rhox_mar_anc_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_egmond_hidden_effect_bundle	wh3_main_effect_tze_cotw_enable_transfer_settlement	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_egmond_hidden_effect_bundle	wh3_main_effect_tze_cotw_enable_force_war	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_egmond_hidden_effect_bundle	wh3_main_effect_tze_cotw_enable_give_war_coordination_target	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_egmond_hidden_effect_bundle	wh3_main_effect_tze_cotw_enable_break_alliance	faction_to_faction_own_unseen	1.0000	start_turn_completed
hkrul_deneuwe	rhox_mar_egmond_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
hkrul_deneuwe	wh3_dlc20_chs_lord_trait_vilitch_cotw_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_mundvard_effect_bundle	rhox_mar_mundvard_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_mundvard_effect_bundle	hkrul_deneuwe_faction_effect	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_mundvard_effect_bundle	rhox_mar_mundvard_upkeep_human	faction_to_force_own_unseen	-80.0000	start_turn_completed
rhox_mar_bundle_agent_action_dignitary_hinder_settlement_success_actor	rhox_mar_effect_agent_action_success_chance_dignitary_establish_pirate_cove	character_to_character_own	-99999.0000	end_turn_completed
ovn_bundle_pre_battle_purchase_the_power_of_money_1	ovn_effect_ability_army_num_uses_the_power_of_money	force_to_force_own	1.0000	start_turn_completed
ovn_bundle_pre_battle_purchase_the_power_of_money_2	ovn_effect_ability_army_num_uses_the_power_of_money	force_to_force_own	2.0000	start_turn_completed
ovn_bundle_pre_battle_purchase_the_power_of_money_3	ovn_effect_ability_army_num_uses_the_power_of_money	force_to_force_own	3.0000	start_turn_completed
ovn_bundle_pre_battle_purchase_the_power_of_money_4	ovn_effect_ability_army_num_uses_the_power_of_money	force_to_force_own	4.0000	start_turn_completed
ovn_bundle_pre_battle_purchase_the_power_of_money_5	ovn_effect_ability_army_num_uses_the_power_of_money	force_to_force_own	5.0000	start_turn_completed
ovn_bundle_pre_battle_purchase_the_power_of_money_0	ovn_effect_ability_army_enable_the_power_of_money	force_to_force_own	1.0000	start_turn_completed
ovn_bundle_pre_battle_purchase_the_power_of_money_1	ovn_effect_ability_army_enable_the_power_of_money	force_to_force_own	1.0000	start_turn_completed
ovn_bundle_pre_battle_purchase_the_power_of_money_2	ovn_effect_ability_army_enable_the_power_of_money	force_to_force_own	1.0000	start_turn_completed
ovn_bundle_pre_battle_purchase_the_power_of_money_3	ovn_effect_ability_army_enable_the_power_of_money	force_to_force_own	1.0000	start_turn_completed
ovn_bundle_pre_battle_purchase_the_power_of_money_4	ovn_effect_ability_army_enable_the_power_of_money	force_to_force_own	1.0000	start_turn_completed
ovn_bundle_pre_battle_purchase_the_power_of_money_5	ovn_effect_ability_army_enable_the_power_of_money	force_to_force_own	1.0000	start_turn_completed
rhox_mundvard_effect_bundle	rhox_mar_mudvard_slave_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_egmond_tze_side	wh_main_faction_political_diplomacy_mod_empire	faction_to_faction_own_unseen	-60.0000	start_turn_completed
rhox_egmond_mar_side	wh_main_faction_political_diplomacy_mod_empire	faction_to_faction_own_unseen	40.0000	start_turn_completed
rhox_egmond_tze_side	wh3_main_effect_upkeep_tze_all	faction_to_force_own	-20.0000	start_turn_completed
rhox_egmond_mar_side	wh3_main_effect_upkeep_tze_all	faction_to_force_own	20.0000	start_turn_completed
rhox_egmond_tze_side	rhox_mar_vilitch_diplomacy_mod_hidden	faction_to_faction_own_unseen	135.0000	start_turn_completed
rhox_mundvard_effect_bundle	rhox_mar_underway_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
hkrul_deneuwe	hkrul_mar_caravan_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_mundvard_effect_bundle	wh_main_effect_force_stat_leadership_vs_men	faction_to_force_own	6.0000	start_turn_completed
rhox_mundvard_effect_bundle	wh3_main_pooled_resource_def_slaves_characters_gained	faction_to_faction_own_unseen	50.0000	start_turn_completed
hkrul_deneuwe	wh3_main_effect_winds_of_magic_technology	faction_to_force_own	3.0000	start_turn_completed
hkrul_deneuwe	wh3_main_effect_character_tze_grimoires	faction_to_faction_own_unseen	5.0000	start_turn_completed
rhox_mar_bundle_slavedrive_jaan	wh2_main_effect_region_tradable_resource_production	force_to_region_own	50.0000	start_turn_completed
rhox_mar_bundle_pirate_cove_created	rhox_mar_effect_agent_action_hinder_settlement_establish_pirate_cove_cost_mod	faction_to_character_own_unseen_heroes_only	300.0000	start_turn_completed
