key	active_time	recharge_time	num_uses	effect_range	affect_self	num_effected_friendly_units	num_effected_enemy_units	update_targets_every_frame	initial_recharge	activated_projectile	target_friends	target_enemies	target_ground	target_intercept_range	always_affect_self	only_affect_target	wind_up_time	passive	unique_id	bombardment	spawned_unit	wind_up_stance	mana_cost	min_range	targetting_aoe	passive_aoe	active_aoe	activation_effect	vortex	miscast_chance	miscast_explosion	ai_usage	audio	special_ability_display	voiceover_state	additional_melee_cp	additional_missile_cp	parent_ability	spawn_type	spawn_proxy_vfx	target_ground_under_allies	target_ground_under_enemies	miscast_global_bonus	target_self	composite_scene_group_on_wind_up	composite_scene_group_on_active	wind_down_stance	use_loop_stance	update_phase_by_ability_duration	spawn_is_transformation	spawn_is_decoy	only_affect_owned_units	formation	behaviour	current_mana_moves_to_reserve	spawn_shares_health_and_fatigue	affect_siege_equipment	shared_recharge_time	intensity_based_activation	autoresolver_usage	autoresolver_targets	display_stops_when_display_expires	autoresolve_cp_multiplier	ability_available_ui_event	can_be_copied_to_transformation_unit	audio_switch_casting_override	audio_switch_ui_override	ai_usage_template_group	audio_vo_actor_override	mom_vortex_key
#unit_special_abilities_tables;74;db/unit_special_abilities_tables/hkrul_camille																																																																						
hkrul_dauphine_helm	1.1000	120.0000	-1	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	0.0000	true	212139114				0.0000	0.0000	wh_abilities_generic_regeneration_no_ring					0.0000					vo_battle_special_ability_generic_response	175.0000	0.0000				false	false	false	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					
hkrul_dauphine_pal	-1.0000	-1.0000	-1	75.0000	true	-1	0	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	212139115				0.0000	0.0000	wh_abilities_generic_buff					0.0000					vo_battle_special_ability_generic_response	15.0000	15.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	3	false	1.0000		true					
hkrul_dauphine_sword	35.0000	100.0000	-1	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	1.0000	false	212139116				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000		augment_melee_self	wh_group_hero		vo_battle_special_ability_generic_response	100.0000	25.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					
ovn_spell_sea_fishermans_eye	3.0000	43.0000	1	0.0000	false	1	0	false	0.0000		true	false	true	60.0000	false	false	5.0000	false	212139117		ovn_mar_mon_augas_fish_summoned_1	cast_up_long	0.0000	0.0000	wh_abilities_generic_spawn					0.0000		threatened	wh2_dlc11_spell_deep_denizens_of_the_deep	deep_medium	vo_battle_special_ability_raise_dead	200.0000	0.0000			wh_main_targeting_pre_spawn_group_ui_central	false	false	true	true	wh2_dlc11_denizens_of_the_deep_start			false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					
ovn_spell_sea_water_blast_bound	-1.0000	30.0000	1	0.0000	false	0	0	false	0.0000	ovn_spell_sea_water_blast_upgraded	false	true	false	200.0000	false	false	3.0000	false	212139118			cast_forward_medium	0.0000	0.0000	wh_spell_generic_missile	wh_spell_generic_missile				0.5000	wh_main_generic_miscast	projectile_single_ap	wh2_dlc11_spell_deep_tidecall_upgraded	deep_medium	vo_battle_special_ability_spell_cast_negative	0.0000	150.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					
ovn_lore_passive_sea_legs	4.0000	-1.0000	-1	-1.0000	false	0	-1	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	212139119				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	50.0000	50.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	debuff_army	1	false	1.0000		true					
ovn_spell_sea_fishermans_eye_mage	3.0000	43.0000	6	0.0000	false	1	0	false	0.0000		true	false	true	60.0000	false	false	3.0000	false	212139120		ovn_mar_mon_augas_fish_summoned_0	cast_up_medium	12.0000	0.0000	wh_abilities_generic_spawn					0.0000		threatened	wh2_dlc11_spell_deep_denizens_of_the_deep	deep_medium	vo_battle_special_ability_raise_dead	75.0000	75.0000			wh_main_targeting_pre_spawn_group_ui_central	false	false	true	true	wh2_dlc11_denizens_of_the_deep_start	wh2_dlc11_denizens_of_the_deep		false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					
ovn_spell_sea_drowned_mans_face	35.0000	44.0000	-1	30.0000	false	0	-1	true	0.0000		false	false	true	200.0000	false	false	3.0000	false	212139121			cast_up_medium	8.0000	0.0000	wh_abilities_generic_debuff	wh_abilities_generic_debuff	wh2_dlc11_spell_deep_fog_of_the_damned			0.0000		hex_melee_area	wh2_dlc11_spell_deep_fog_of_the_damned	deep_medium	vo_battle_special_ability_generic_response	100.0000	50.0000				false	true	true	false		wh2_dlc11_fog_of_the_damned		false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					
ovn_spell_sea_drowned_mans_face_upgraded	35.0000	44.0000	-1	30.0000	false	0	-1	true	0.0000		false	false	true	200.0000	false	false	3.0000	false	212139123			cast_up_medium	11.0000	0.0000	wh_abilities_generic_debuff	wh_abilities_generic_debuff	wh2_dlc11_spell_deep_fog_of_the_damned			0.5000	wh_main_death_miscast	hex_melee_area	wh2_dlc11_spell_deep_fog_of_the_damned	deep_medium	vo_battle_special_ability_generic_response	100.0000	50.0000				false	true	true	false		wh2_dlc11_fog_of_the_damned		false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					
