set	item	mod_disabled
#character_skill_node_set_items_tables;0;db/character_skill_node_set_items_tables/rhox_fooger_elder		
skill_node_set_hkrul_fooger_dwarf_lord	wh3_dlc24_skill_node_all_mentor	false
skill_node_set_hkrul_fooger_dwarf_lord	wh3_main_agent_action_scaling_wh_main_skill_node_set_emp_general	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_general_immortality	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_general_innate_01	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_general_innate_02	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_general_innate_03	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_general_innate_04	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_general_innate_05	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_general_innate_06	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_general_innate_07	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_general_innate_08	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_general_innate_09	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_general_innate_10	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_general_innate_11	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_general_innate_12	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_general_innate_13	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_general_innate_14	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_general_innate_15	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_general_innate_16	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_general_innate_17	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_lord_battle_01	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_lord_battle_02	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_lord_battle_03	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_lord_battle_04	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_lord_battle_05	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_lord_battle_06	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_lord_battle_07	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_lord_battle_08	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_lord_battle_09	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_lord_battle_10	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_lord_battle_11	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_lord_battle_12	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_lord_battle_13	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_lord_campaign_01	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_lord_campaign_02	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_lord_campaign_03	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_lord_campaign_04	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_lord_campaign_05	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_lord_campaign_06	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_lord_campaign_07	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_lord_campaign_08	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_lord_campaign_09	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_lord_campaign_10	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_lord_campaign_11	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_lord_self_01	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_lord_self_02	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_lord_self_03	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_lord_self_04	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_lord_self_05	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_lord_self_06	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_lord_self_07	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_lord_self_08	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_lord_self_09	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_lord_self_10	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_lord_self_11	false
skill_node_set_hkrul_fooger_dwarf_lord	wh_main_skill_node_emp_lord_unique_04	false
