set	item	mod_disabled
#character_skill_node_set_items_tables;0;db/character_skill_node_set_items_tables/hkrul_sea		
ovn_skill_node_set_mar_sea_wizard	ovn_skill_node_mar_sea_wizard_unique_00	false
ovn_skill_node_set_mar_sea_wizard	ovn_skill_node_mar_sea_wizard_unique_01	false
ovn_skill_node_set_mar_sea_wizard	ovn_skill_node_mar_sea_wizard_unique_02	false
ovn_skill_node_set_mar_sea_wizard	ovn_skill_node_mar_sea_wizard_unique_03	false
ovn_skill_node_set_mar_sea_wizard	ovn_skill_node_mar_sea_wizard_magic_01	false
ovn_skill_node_set_mar_sea_wizard	ovn_skill_node_mar_sea_wizard_magic_02	false
ovn_skill_node_set_mar_sea_wizard	ovn_skill_node_mar_sea_wizard_magic_03	false
ovn_skill_node_set_mar_sea_wizard	ovn_skill_node_mar_sea_wizard_magic_04	false
ovn_skill_node_set_mar_sea_wizard	ovn_skill_node_mar_sea_wizard_magic_05	false
ovn_skill_node_set_mar_sea_wizard	ovn_skill_node_mar_sea_wizard_magic_06	false
ovn_skill_node_set_mar_sea_wizard	ovn_skill_node_mar_sea_wizard_magic_07	false
ovn_skill_node_set_mar_sea_wizard	ovn_skill_node_mar_sea_wizard_magic_08	false
ovn_skill_node_set_mar_sea_wizard	ovn_skill_node_mar_sea_wizard_magic_09	false
ovn_skill_node_set_mar_sea_wizard	ovn_skill_node_mar_sea_wizard_magic_10	false
ovn_skill_node_set_mar_sea_wizard	ovn_skill_node_mar_sea_wizard_magic_11	false
ovn_skill_node_set_mar_sea_wizard	ovn_skill_node_mar_sea_wizard_magic_00_dummy	false
ovn_skill_node_set_mar_sea_wizard	ovn_skill_node_mar_sea_wizard_campaign_01	false
ovn_skill_node_set_mar_sea_wizard	ovn_skill_node_mar_sea_wizard_campaign_02	false
ovn_skill_node_set_mar_sea_wizard	ovn_skill_node_mar_sea_wizard_campaign_03	false
ovn_skill_node_set_mar_sea_wizard	ovn_skill_node_mar_sea_wizard_campaign_04	false
ovn_skill_node_set_mar_sea_wizard	ovn_skill_node_mar_sea_wizard_campaign_05	false
ovn_skill_node_set_mar_sea_wizard	ovn_skill_node_mar_sea_wizard_campaign_06	false
ovn_skill_node_set_mar_sea_wizard	ovn_skill_node_mar_sea_wizard_innate_00	false
ovn_skill_node_set_mar_sea_wizard	ovn_skill_node_mar_sea_wizard_innate_01	false
ovn_skill_node_set_mar_sea_wizard	ovn_skill_node_mar_sea_wizard_innate_02	false
ovn_skill_node_set_mar_sea_wizard	ovn_skill_node_mar_sea_wizard_innate_03	false
ovn_skill_node_set_mar_sea_wizard	ovn_skill_node_mar_sea_wizard_innate_04	false
ovn_skill_node_set_mar_sea_wizard	ovn_skill_node_mar_sea_wizard_innate_05	false
ovn_skill_node_set_mar_sea_wizard	ovn_skill_node_mar_sea_wizard_innate_06	false
ovn_skill_node_set_mar_sea_wizard	ovn_skill_node_mar_sea_wizard_innate_07	false
ovn_skill_node_set_mar_sea_wizard	ovn_skill_node_mar_sea_wizard_innate_08	false
ovn_skill_node_set_mar_sea_wizard	ovn_skill_node_mar_sea_wizard_innate_09	false
ovn_skill_node_set_mar_sea_wizard	ovn_skill_node_mar_sea_wizard_innate_10	false
ovn_skill_node_set_mar_sea_wizard	ovn_skill_node_mar_sea_wizard_innate_11	false
ovn_skill_node_set_mar_sea_wizard	ovn_skill_node_mar_sea_wizard_innate_12	false
ovn_skill_node_set_mar_sea_wizard	ovn_skill_node_mar_sea_wizard_innate_13	false
ovn_skill_node_set_mar_sea_wizard	ovn_skill_node_mar_sea_wizard_innate_14	false
ovn_skill_node_set_mar_sea_wizard	ovn_skill_node_mar_sea_wizard_innate_15	false
ovn_skill_node_set_mar_sea_wizard	ovn_skill_dummy_agent_actions_sea_wizard	false
ovn_skill_node_set_mar_sea_wizard	ovn_skill_node_mar_sea_wizard_agent_action_scaling	false
