bullet_point	unit_key
#ui_unit_bullet_point_unit_overrides_tables;0;db/ui_unit_bullet_point_unit_overrides_tables/rhox_dauphine_reinforcements	
armour_piercing_ranged	rhox_dauphine_snek_hkrul_mar_landship
terror	rhox_dauphine_snek_hkrul_mar_landship
unbreakable	rhox_dauphine_snek_hkrul_mar_landship
weak_to_fire	rhox_dauphine_snek_hkrul_mar_landship
armoured_and_shielded	rhox_dauphine_hkrul_mar_cleansing_flame
anti_large	rhox_dauphine_hkrul_mar_cleansing_flame
hkrul_knights_fire	rhox_dauphine_hkrul_mar_cleansing_flame
anti_large	rhox_dauphine_hkrul_mar_art_scheepskanon
armour_piercing_ranged	rhox_dauphine_hkrul_mar_art_scheepskanon
good_range	rhox_dauphine_hkrul_mar_art_scheepskanon
anti_infantry	rhox_dauphine_hkrul_mar_inf_greatsword
armour_piercing	rhox_dauphine_hkrul_mar_inf_greatsword
armoured	rhox_dauphine_hkrul_mar_inf_greatsword
charge_reflector_vs_large	rhox_dauphine_hkrul_mar_riverwarden
anti_large	rhox_dauphine_hkrul_mar_riverwarden
vanguard_deployment	rhox_dauphine_hkrul_mar_riverwarden
shielded	rhox_dauphine_hkrul_mar_riverwarden
anti_infantry	rhox_dauphine_hkrul_mar_defenders
armour_piercing	rhox_dauphine_hkrul_mar_defenders
armoured	rhox_dauphine_hkrul_mar_defenders
charge_reflector_vs_large	rhox_dauphine_hkrul_mar_black_caps
anti_infantry	rhox_dauphine_hkrul_mar_black_caps
armour_piercing_ranged	rhox_dauphine_hkrul_mar_inf_handgun
anti_infantry	rhox_dauphine_hkrul_privateers_dual_swords
aquatic	rhox_dauphine_hkrul_privateers_dual_swords
aquatic	rhox_dauphine_hkrul_privateers
decent_melee	rhox_dauphine_hkrul_privateers
hybrid	rhox_dauphine_hkrul_privateers
