bullet_point	unit_key
#ui_unit_bullet_point_unit_overrides_tables;0;db/ui_unit_bullet_point_unit_overrides_tables/hkrul_mar_characters	
anti_infantry	hkrul_pg
armour_piercing	hkrul_pg_barded_warhorse
armoured	hkrul_pg_barded_warhorse
hkrul_smuggler	hkrul_pg_barded_warhorse
hkrul_jk	hkrul_jk_barded_warhorse
hkrul_jk	hkrul_jk
battle_prayers	hkrul_hendrik
decent_melee	hkrul_hendrik
duellist	hkrul_solkan
armour_piercing	hkrul_solkan
duellist	hkrul_solkan_mirror
armour_piercing	hkrul_solkan_mirror
duellist	hkrul_solkan_horse
armour_piercing	hkrul_solkan_horse
very_fast	hkrul_hendrik_pegasus
battle_prayers	hkrul_hendrik_pegasus
decent_melee	hkrul_hendrik_pegasus
spellcaster	hkrul_mar_egmond
decent_melee	hkrul_mar_egmond
barrier	hkrul_mar_egmond
spellcaster	hkrul_mar_egmond_horse
decent_melee	hkrul_mar_egmond_horse
barrier	hkrul_mar_egmond_horse
spellcaster	hkrul_mar_egmond_longma
decent_melee	hkrul_mar_egmond_longma
barrier	hkrul_mar_egmond_longma
armoured	hkrul_mar_munvard_01
melee_expert	hkrul_mar_munvard_01
spellcaster	hkrul_mar_munvard_01
armour_piercing	hkrul_mar_munvard_02
armoured	hkrul_mar_munvard_02
spellcaster	hkrul_mar_munvard_02
terror	hkrul_mar_munvard_02
armour_piercing_ranged	hkrul_mar_caravan_master
duellist	hkrul_mar_caravan_master
fire_whilst_moving	hkrul_mar_caravan_master
armour_piercing_ranged	hkrul_mar_caravan_master_horse
duellist	hkrul_mar_caravan_master_horse
fire_whilst_moving	hkrul_mar_caravan_master_horse
armoured	hkrul_guzunda
armoured	hkrul_alicia
decent_melee	hkrul_alicia
spellcaster	hkrul_alicia
armoured	hkrul_alicia_horse
decent_melee	hkrul_alicia_horse
spellcaster	hkrul_alicia_horse
armoured	hkrul_alicia_hellsteed
decent_melee	hkrul_alicia_hellsteed
spellcaster	hkrul_alicia_hellsteed
very_fast	hkrul_alicia_hellsteed
duellist	hkrul_lisette
armour_piercing	hkrul_lisette
hkrul_smuggler	hkrul_lisette
att_good	hkrul_crispijn
hkrul_smuggler	hkrul_crispijn
hkrul_smuggler	hkrul_guzunda
hkrul_smuggler	hkrul_cross
hkrul_smuggler	hkrul_pg
armour_piercing	hkrul_cross
decent_melee	hkrul_harb
armour_piercing_ranged	hkrul_harb
armoured	hkrul_lector_manann
battle_prayers	hkrul_lector_manann
aquatic	hkrul_lector_manann
anti_infantry	hkrul_slaver
battle_prayers	hkrul_lector_manann_mount
aquatic	hkrul_lector_manann_mount
melee_expert	hkrul_rasha
armour_piercing	hkrul_rasha
melee_expert	hkrul_paldee
anti_large	hkrul_paldee
ranged_attack	hkrul_ogg
melee_expert	hkrul_ogg
anti_infantry	hkrul_rasha
aquatic	hkrul_arbatt
unbreakable	hkrul_arbatt
anti_large	hkrul_arbatt
hkrul_dauphine	hkrul_dauphine
anti_large	hkrul_dauphine
aquatic	hkrul_dauphine
hkrul_dauphine	hkrul_dauphine_1
anti_large	hkrul_dauphine_1
aquatic	hkrul_dauphine_1
terror	hkrul_dauphine_2
hkrul_dauphine	hkrul_dauphine_2
aquatic	hkrul_dauphine_2
hkrul_dauphine	hkrul_dauphine_3
aquatic	hkrul_dauphine_3
armoured	hkrul_fooger
fast_dwarf	hkrul_fooger
armoured_and_shielded	hkrul_fooger_caravan_master
charge_reflector	hkrul_fooger_caravan_master
melee_expert	hkrul_fooger_caravan_master
armoured_and_shielded	hkrul_fooger_dwarf_lord
charge_reflector	hkrul_fooger_dwarf_lord
melee_expert	hkrul_fooger_dwarf_lord
spellcaster	ovn_mar_cha_wizard_sea_0
aquatic	ovn_mar_cha_wizard_sea_0
spellcaster	ovn_mar_cha_wizard_sea_1
aquatic	ovn_mar_cha_wizard_sea_1
spellcaster	ovn_mar_cha_wizard_sea_2
aquatic	ovn_mar_cha_wizard_sea_2
aquatic	ovn_mar_mon_augas_fish_0
scaly_skin	ovn_mar_mon_augas_fish_0
aquatic	ovn_mar_mon_augas_fish_1
scaly_skin	ovn_mar_mon_augas_fish_1
