bullet_point	unit_key
#ui_unit_bullet_point_unit_overrides_tables;0;db/ui_unit_bullet_point_unit_overrides_tables/!snek_hkrul_marienburg_landship	
armour_piercing_ranged	snek_hkrul_mar_landship
terror	snek_hkrul_mar_landship
unbreakable	snek_hkrul_mar_landship
weak_to_fire	snek_hkrul_mar_landship
armour_piercing_ranged	snek_hkrul_mar_crew_gunners
decent_melee	snek_hkrul_mar_crew_gunners
armour_piercing_ranged	snek_hkrul_mar_ror_landship
terror	snek_hkrul_mar_ror_landship
unbreakable	snek_hkrul_mar_ror_landship
weak_to_fire	snek_hkrul_mar_ror_landship
