key	man_animations_table	variant	battle_entity	battle_entity_stats	autonomous_rider_hero	autonomous_rider_can_shoot_in_melee	can_only_be_used_by_draught
#battle_personalities_tables;12;db/battle_personalities_tables/!snek_hkrul_marienburg_landship							
wh_main_mar_landship_crew_0	hu1_empire_helstorm_crew	snek_hkrul_mar_landship_captain	wh3_main_cth_sky_junk_gunner_rider		false	true	false
wh_main_mar_landship_crew_1	hu1_dlc13_wagon01_crew_rifle01	snek_hkrul_mar_landship_crew	wh3_main_cth_sky_junk_gunner_rider	wh_main_mar_landship_crew	false	true	false
wh_main_mar_landship_crew_2	hu1_dlc13_wagon01_crew_rifle01	snek_hkrul_mar_landship_crew	wh3_main_cth_sky_junk_gunner_rider	wh_main_mar_landship_crew	false	true	false
wh_main_mar_landship_crew_3	hu1_dlc13_wagon01_crew_rifle01	snek_hkrul_mar_landship_crew	wh3_main_cth_sky_junk_gunner_rider	wh_main_mar_landship_crew	false	true	false
wh_main_mar_landship_crew_4	hu1_dlc13_wagon01_crew_rifle01	snek_hkrul_mar_landship_crew	wh3_main_cth_sky_junk_gunner_rider	wh_main_mar_landship_crew	false	true	false
wh_main_mar_landship_crew_5	hu1_dlc13_wagon01_crew_rifle01	snek_hkrul_mar_landship_crew	wh3_main_cth_sky_junk_gunner_rider	wh_main_mar_landship_crew	false	true	false
wh_main_mar_landship_crew_6	hu1_empire_helstorm_crew	snek_hkrul_mar_landship_lookout	wh3_main_cth_sky_junk_gunner_rider		false	true	false
wh_main_mar_landship_crew_7	hu1_dlc13_wagon01_crew_rifle01	snek_hkrul_mar_landship_crew	wh3_main_cth_sky_junk_gunner_rider	wh_main_mar_landship_crew	false	true	false
wh_main_mar_landship_crew_8	hu1_dlc13_wagon01_crew_rifle01	snek_hkrul_mar_landship_crew	wh3_main_cth_sky_junk_gunner_rider	wh_main_mar_landship_crew	false	true	false
wh_main_mar_landship_crew_9	hu1_dlc13_wagon01_crew_rifle01	snek_hkrul_mar_landship_crew	wh3_main_cth_sky_junk_gunner_rider	wh_main_mar_landship_crew	false	true	false
wh_main_mar_landship_crew_10	hu1_dlc13_wagon01_crew_rifle01	snek_hkrul_mar_landship_crew	wh3_main_cth_sky_junk_gunner_rider	wh_main_mar_landship_crew	false	true	false
wh_main_mar_ror_landship_crew_0	hu1_empire_helstorm_crew	snek_hkrul_mar_landship_captain	wh3_main_cth_sky_junk_gunner_rider		false	true	false
wh_main_mar_ror_landship_crew_1	hu1_dlc13_wagon01_crew_rifle01	snek_hkrul_mar_landship_crew	wh3_main_cth_sky_junk_gunner_rider	wh_main_mar_landship_crew	false	true	false
wh_main_mar_ror_landship_crew_2	hu1_dlc13_wagon01_crew_rifle01	snek_hkrul_mar_landship_crew	wh3_main_cth_sky_junk_gunner_rider	wh_main_mar_landship_crew	false	true	false
wh_main_mar_ror_landship_crew_3	hu1_dlc13_wagon01_crew_rifle01	snek_hkrul_mar_landship_crew	wh3_main_cth_sky_junk_gunner_rider	wh_main_mar_landship_crew	false	true	false
wh_main_mar_ror_landship_crew_4	hu1_dlc13_wagon01_crew_rifle01	snek_hkrul_mar_landship_crew	wh3_main_cth_sky_junk_gunner_rider	wh_main_mar_landship_crew	false	true	false
wh_main_mar_ror_landship_crew_5	hu1_dlc13_wagon01_crew_rifle01	snek_hkrul_mar_landship_crew	wh3_main_cth_sky_junk_gunner_rider	wh_main_mar_landship_crew	false	true	false
wh_main_mar_ror_landship_crew_6	hu1_empire_helstorm_crew	snek_hkrul_mar_landship_lookout	wh3_main_cth_sky_junk_gunner_rider		false	true	false
wh_main_mar_ror_landship_crew_7	hu1_dlc13_wagon01_crew_rifle01	snek_hkrul_mar_landship_crew	wh3_main_cth_sky_junk_gunner_rider	wh_main_mar_landship_crew	false	true	false
wh_main_mar_ror_landship_crew_8	hu1_dlc13_wagon01_crew_rifle01	snek_hkrul_mar_landship_crew	wh3_main_cth_sky_junk_gunner_rider	wh_main_mar_landship_crew	false	true	false
wh_main_mar_ror_landship_crew_9	hu1_dlc13_wagon01_crew_rifle01	snek_hkrul_mar_landship_crew	wh3_main_cth_sky_junk_gunner_rider	wh_main_mar_landship_crew	false	true	false
wh_main_mar_ror_landship_crew_10	hu1_dlc13_wagon01_crew_rifle01	snek_hkrul_mar_landship_crew	wh3_main_cth_sky_junk_gunner_rider	wh_main_mar_landship_crew	false	true	false
wh_main_mar_ror_landship_crew_11	wm_great_cannon_rider	mar_landship_swivelcannon	wh3_main_cth_sky_junk_gunner_rider		false	true	false
wh_main_mar_ror_landship_crew_12	wm_great_cannon_rider	mar_landship_swivelcannon	wh3_main_cth_sky_junk_gunner_rider		false	true	false
