key	accuracy	armour	campaign_action_points	category	charge_bonus	class	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	training_level	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	attribute_group	spot_dist_tree	spot_dist_scrub	reload	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	can_brace	mounted_draughts	sync_locomotion	capture_tier	key_building_capture_tier	score_capture_tier	harmony_amplification_type	first_person
#land_units_tables;50;db/land_units_tables/hkrul_mar_ror																																																						
hkrul_pion	10	wh2_main_chainmail_60	2100	inf_melee	9	inf_mel	wh_main_unit_long_text_emp_state_troops	hu1_empire_halberd	wh_main_infantry_standard_blood_dismembers	29	52	65	65		0	wh_main_emp_halberd		6	none	hkrul_pion	wh_main_infantry	trained			true	40.0000	1500.0000	wh_main_emp_inf_halberdiers	60	80	0	vo_sel_halberdiers	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	0	0	melee_anti_large	false	true	false	false	medium	medium	domination_infantry		
hkrul_klumpf	10	wh2_main_chainmail_40	2100	inf_melee	22	inf_mel	wh_main_unit_long_text_emp_state_troops	hu1_empire_sword_and_shield	wh_main_infantry_standard_blood_dismembers	45	39	75	66		0	wh_main_emp_sword		6	wh_missile_block_35_metal	hkrul_klumpf	wh_main_infantry	trained			true	40.0000	1500.0000	hkrul_klumpf	60	80	0	vo_sel_swordsmen	vo_sel_melee	vo_sel_culture	1.0000	aquatic_small	0	0	0	0	0	0	0	0	melee	false	true	false	false	high	medium	domination_infantry		
hkrul_carriers_ror	10	wh2_main_leather_40	2100	inf_melee	15	spcl	hkrul_carriers	gr1_treasure_wagon	wh_dlc07_brt_inf_grail_reliquae_blood	38	51	90	3825		0	wh_dlc07_brt_grail_reliquae		1	wh_missile_block_35_metal	hkrul_carriers_ror	wh_main_hero	trained			true	40.0000	1500.0000	hkrul_carriers	60	80	0	vo_sel_bretonnian_grail_reliquae	vo_sel_generic	vo_sel_generic_short	1.0000	aquatic_large	0	0	0	0	0	0	0	0	melee_highvalue	false	true	false	false	medium	medium	domination_monsters		
hkrul_mar_art_paixhan_ror	10	wh2_main_leather_20	2100	artillery	5	art_fld	hkrul_mar_art_paixhan_ror	hu1_empire_helstorm_crew	wh2_dlc16_infantry_standard_crew_blood_dismembers	10	6	50	48		0	wh_main_emp_sword_short		5	none	hkrul_mar_art_paixhan_ror	wh_main_artillery_small	trained		hkrul_mar_art_paixhan_ror	true	40.0000	1500.0000	hkrul_mar_art_paixhan_ror	60	80	10	vo_sel_mortar	vo_sel_artillery	vo_sel_generic	1.0000	small	0	22	0	0	4	0	0	0	ranged_indirect_arty	false	false	false	false	medium	medium	domination_artillery		emp_mortar
hkrul_mar_mananns_blades_ror	10	wh2_main_chainmail_50	2100	inf_melee	22	inf_mel	hkrul_mar_mananns_blades_ror	hu1_empire_sword_and_shield	wh_main_infantry_standard_blood_dismembers	41	41	70	66		0	hkrul_mar_mananns_blade_rors		7	wh_missile_block_35_metal	hkrul_mar_mananns_blades_ror	wh_main_infantry	trained			true	40.0000	1500.0000	hkrul_mar_mananns_blades_ror	60	80	0	vo_sel_swordsmen	vo_sel_melee	vo_sel_generic	1.0000	aquatic_small	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry		
hkrul_mar_bordermen_ror	10	wh2_main_chainmail_30	2100	cavalry	12	cav_mis	wh2_dlc13_unit_long_text_emp_outriders_ror	hu1_empire_hr1_warhorse_sword_and_grenade_launcher	wh_main_cavalry_rider_standard_blood	18	14	50	75	wh2_dlc13_emp_warhorse_bordermen_ror_0	48	wh_main_emp_sword_cav	wh2_dlc13_emp_grenade_launcher_bordermen	2	none	wh2_dlc13_unit_short_text_emp_outriders_ror	wh_main_cavalry_chaotic	trained			true	40.0000	1500.0000	wh2_dlc13_emp_cav_outriders_ror_0	60	80	0	vo_sel_outriders	vo_sel_cavalry	vo_sel_ranged	1.0000	large	0	18	0	0	0	0	0	0	ranged_direct_flanker_harasser	true	false	false	false	low	low	domination_cav		
hkrul_mar_defenders	10	wh2_main_plate_100	2100	inf_melee	22	inf_mel	hkrul_mar_defenders	hu1_empire_2handed_sword	wh_main_infantry_slow_blood_dismembers	35	34	75	68		0	wh_main_emp_greatsword		6	none	hkrul_mar_defenders	wh_main_infantry_greatswords	trained			true	40.0000	1500.0000	wh_main_emp_inf_greatswords	60	80	0	vo_sel_greatswords	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	0	0	melee	false	true	false	false	high	medium	domination_infantry		
hkrul_mar_teuling	10	wh2_main_plate_100	2100	cavalry	34	cav_shk	hkrul_mar_teuling	hu1_bretonnian_hr1_warhorse_2handed_sword	wh2_dlc13_emp_knights_greatsword_ror_2	32	32	80	92	wh2_dlc13_emp_warhorse_bordermen_ror_0	60	wh_dlc07_brt_sword_great_questing		4	none	hkrul_mar_teuling	wh_main_cavalry_ordered	trained			true	40.0000	1500.0000	wh2_dlc13_emp_cav_empire_knights_ror_2	60	80	0	vo_sel_cavalry	vo_sel_cavalry	vo_sel_culture	1.0000	large	0	0	0	0	0	0	0	0	melee_flanker_shock	false	false	false	false	low	low	domination_cav		
hkrul_mar_talons	10	wh2_main_leather_40	2100	inf_ranged	4	inf_mis	hkrul_mar_talons	hu1_empire_sword_rifle	wh_main_infantry_standard_light_blood_dismembers	26	25	60	64		0	wh_main_emp_sword_short	hkrul_talons	3	none	hkrul_mar_talons	wh_main_infantry_ranged	trained			true	40.0000	1500.0000	wh_main_emp_inf_handgunners	60	80	0	vo_sel_handgunners	vo_sel_ranged	vo_sel_culture	1.0000	small	0	22	0	0	0	0	0	0	ranged_direct	true	true	false	false	high	medium	domination_infantry		
rhox_mar_cst_inf_sartosa_free_company_0	0	wh2_main_leather_25	2100	inf_melee	18	inf_mel	wh2_dlc11_unit_long_text_cst_sartosa_free_company	hu1_sartosa_free_company	wh_dlc04_infantry_free_company_blood_dismembers	32	26	60	58		0	wh2_dlc11_cst_dual_swords_sartosa		6	none	wh2_dlc11_unit_short_text_cst_sartosa_free_company	wh_main_infantry_rabble	trained			true	40.0000	1500.0000	rhox_wh2_dlc11_cst_inf_sartosa_free_company_0	60	80	0	vo_sel_cst_sartosa_free_company	vo_sel_cst_sartosa_free_company	vo_sel_culture	1.0000	aquatic_small	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry		
rhox_mar_cst_inf_sartosa_militia_0	10	wh2_main_leather_25	2100	inf_ranged	14	inf_mis	wh2_dlc11_unit_long_text_cst_sartosa_free_company	hu1_empire_sword_and_pistol	wh_dlc04_infantry_free_company_blood_dismembers	28	25	55	53		0	wh_dlc04_emp_free_company_sword	wh_dlc04_emp_free_company_pistol	6	none	wh2_dlc11_unit_short_text_cst_sartosa_free_company	wh_main_infantry_rabble	trained			true	40.0000	1500.0000	rhox_wh2_dlc11_cst_inf_sartosa_militia_0	60	80	0	vo_sel_cst_sartosa_militia	vo_sel_cst_sartosa_militia	vo_sel_culture	1.0000	aquatic_small	0	18	0	0	0	0	0	0	ranged_direct	true	true	false	false	medium	medium	domination_infantry		
hkrul_fooger_ror	10	wh2_main_chainmail_115	2100	inf_melee	15	inf_mel	wh_main_unit_long_text_dwf_miners	hu3_dwarf_2handed_sword	hkrul_fooger_ror	40	49	85	90		0	wh_main_emp_greatsword		5	none	hkrul_fooger_ror	wh_main_dwf_infantry_standard	trained			true	40.0000	1500.0000	hkrul_fooger_ror	60	80	0	vo_sel_miners	vo_sel_generic	vo_sel_generic_short	1.0000	small	0	0	0	35	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry		
hkrul_mar_naval_paixhan	10	wh2_main_leather_20	2100	artillery	5	art_fld	hkrul_mar_naval_paixhan	hu1_empire_helstorm_crew	wh2_dlc16_infantry_standard_crew_blood_dismembers	10	6	50	48		0	wh_main_emp_sword_short		5	none	hkrul_mar_naval_paixhan	wh_main_artillery_small	trained		hkrul_snek_mar_paixhans_cannon	true	40.0000	1500.0000	wh_main_emp_art_great_cannon	60	80	0	vo_sel_great_cannon	vo_sel_artillery	vo_sel_culture	1.0000	small	0	22	0	0	4	0	0	0	ranged_direct_arty	false	false	false	false	medium	medium	domination_artillery		emp_great_cannon
hkrul_mar_riverwarden_ror	10	wh2_main_leather_25	2100	inf_ranged	14	inf_mis	hkrul_mar_riverwarden_ror	hu1_marienburg_spear_shield_pistol	hkrul_infantry_standard_360_blood_dismembers	23	44	65	58		0	wh_main_emp_spear	wh_dlc04_emp_free_company_pistol	6	wh_missile_block_30_wood	hkrul_mar_riverwarden_ror	wh_main_infantry	trained			true	40.0000	1500.0000	hkrul_mar_riverwarden_ror	60	80	30	vo_sel_empire_militia	vo_sel_ranged	vo_sel_generic_short	1.0000	small	0	18	0	0	0	0	0	0	ranged_direct	true	true	false	false	medium	medium	domination_infantry		
