key	accuracy	armour	campaign_action_points	category	charge_bonus	class	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	training_level	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	attribute_group	spot_dist_tree	spot_dist_scrub	reload	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	can_brace	mounted_draughts	sync_locomotion	capture_tier	key_building_capture_tier	score_capture_tier	harmony_amplification_type	first_person
#land_units_tables;50;db/land_units_tables/hkrul_mar_infantry_missile																																																						
hkrul_mar_inf_boogschutter	10	wh2_main_leather_15	2100	inf_ranged	4	inf_mis	wh2_dlc13_unit_long_text_emp_archers	hu1_bretonnian_sword_and_longbow	wh_main_infantry_standard_light_blood_dismembers	14	17	50	61		0	wh_main_emp_sword_short	wh2_dlc13_emp_bow_archers	4	none	wh2_dlc13_unit_short_text_emp_archers	wh2_dlc13_emp_inf_archers	trained			true	40.0000	1500.0000	wh2_dlc13_emp_inf_archers_0	60	80	0	vo_sel_archers	vo_sel_ranged	vo_sel_generic_short	1.0000	small	0	20	0	0	0	0	0	0	ranged	true	true	false	false	medium	medium	domination_infantry		
hkrul_mar_art_scheepskanon	10	wh2_main_leather_20	2100	artillery	5	art_fld	wh_main_unit_long_text_emp_great_cannon	hu1_empire_helstorm_crew	wh2_dlc16_infantry_standard_crew_blood_dismembers	10	6	50	48		0	wh_main_emp_sword_short		5	none	wh_main_unit_short_text_emp_great_cannon	wh_main_artillery_small	trained		wh_main_emp_art_great_cannon	true	40.0000	1500.0000	wh_main_emp_art_great_cannon	60	80	0	vo_sel_great_cannon	vo_sel_artillery	vo_sel_culture	1.0000	small	0	22	0	0	4	0	0	0	ranged_direct_arty	false	false	false	false	medium	medium	domination_artillery		emp_great_cannon
hkrul_mar_inf_crossbow	10	wh2_main_leather_20	2100	inf_ranged	4	inf_mis	wh_main_unit_long_text_emp_state_troops	hu1_empire_sword_crossbow	wh_main_infantry_standard_light_blood_dismembers	14	17	50	61		0	wh_main_emp_sword_short	wh_main_emp_crossbow	4	none	wh_main_unit_short_text_emp_state_crossbowmen	wh_main_infantry_ranged	trained			true	40.0000	1500.0000	wh_main_emp_inf_crossbowmen	60	80	0	vo_sel_crossbowmen	vo_sel_ranged	vo_sel_generic	1.0000	small	0	22	0	0	0	0	0	0	ranged	true	true	false	false	medium	medium	domination_infantry		
hkrul_mar_inf_greatsword	10	wh2_main_plate_95	2100	inf_melee	18	inf_mel	wh_main_unit_long_text_emp_great_swords	hu1_empire_2handed_sword	wh_main_infantry_slow_blood_dismembers	31	30	75	68		0	wh_main_emp_greatsword		6	none	wh_main_unit_short_text_emp_great_swords	wh_main_infantry_greatswords	trained			true	40.0000	1500.0000	wh_main_emp_inf_greatswords	60	80	0	vo_sel_greatswords	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry		
hkrul_mar_inf_halberd	10	wh2_main_chainmail_30	2100	inf_melee	8	inf_mel	wh_main_unit_long_text_emp_state_troops	hu1_empire_halberd	wh_main_infantry_standard_blood_dismembers	25	42	70	65		0	wh_main_emp_halberd		6	none	wh_main_unit_short_text_emp_state_halberdiers	wh_main_infantry	trained			true	40.0000	1500.0000	wh_main_emp_inf_halberdiers	60	80	0	vo_sel_halberdiers	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	0	0	melee_anti_large	false	true	false	false	medium	medium	domination_infantry		
hkrul_mar_inf_handgun	10	wh2_main_leather_20	2100	inf_ranged	4	inf_mis	wh_main_unit_long_text_emp_state_troops	hu1_empire_sword_rifle	wh_main_infantry_standard_light_blood_dismembers	15	17	50	61		0	wh_main_emp_sword_short	wh_main_emp_rifle	3	none	wh_main_unit_short_text_emp_state_handgunners	wh_main_infantry_ranged	trained			true	40.0000	1500.0000	wh_main_emp_inf_handgunners	60	80	0	vo_sel_handgunners	vo_sel_ranged	vo_sel_culture	1.0000	small	0	22	0	0	0	0	0	0	ranged_direct	true	true	false	false	medium	medium	domination_infantry		
hkrul_mar_inf_swords	10	wh2_main_chainmail_30	2100	inf_melee	14	inf_mel	wh_main_unit_long_text_emp_state_troops	hu1_empire_sword_and_shield	wh_main_infantry_standard_blood_dismembers	31	31	60	61		0	wh_main_emp_sword		6	wh_missile_block_35_metal	wh_main_unit_short_text_emp_state_swordsmen	wh_main_infantry	trained			true	40.0000	1500.0000	wh_main_emp_inf_swordsmen	60	80	0	vo_sel_swordsmen	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry		
hkrul_mar_inf_goedendagers	10	wh2_main_chainmail_30	2100	inf_melee	18	inf_mel	hkrul_mar_inf_goedendagers	hu1_bretonnian_2handed_hammer	wh_main_infantry_standard_blood_dismembers	34	22	55	61		0	hkrul_mar_goedendag		8	none	hkrul_mar_inf_goedendagers	wh_main_infantry	trained			true	40.0000	1500.0000	hkrul_mar_inf_goedendagers	60	80	0	vo_sel_melee	vo_sel_generic	vo_sel_generic_short	1.0000	small	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry		
hkrul_mar_riverwarden	10	wh2_main_leather_25	2100	inf_ranged	14	inf_mis	hkrul_mar_riverwarden	hu1_marienburg_spear_shield_pistol	wh_main_infantry_standard_blood_dismembers	17	35	55	58		0	wh_main_emp_spear	wh_dlc04_emp_free_company_pistol	6	wh_missile_block_30_wood	hkrul_mar_riverwarden	wh_main_infantry	trained			true	40.0000	1500.0000	hkrul_mar_riverwarden	60	80	10	vo_sel_empire_militia	vo_sel_ranged	vo_sel_generic_short	1.0000	small	0	18	0	0	0	0	0	0	ranged_no_skirmish	true	true	false	false	medium	medium	domination_infantry		
