key	accuracy	armour	campaign_action_points	category	charge_bonus	class	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	training_level	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	attribute_group	spot_dist_tree	spot_dist_scrub	reload	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	can_brace	mounted_draughts	sync_locomotion	capture_tier	key_building_capture_tier	score_capture_tier	harmony_amplification_type	first_person
#land_units_tables;50;db/land_units_tables/hkrul_mar_monsters																																																						
ovn_mar_mon_augas_fish_summoned_0	10	wh_main_body_0	2100	inf_melee	20	inf_mel	ovn_unit_short_text_mar_augas_fish_0	fh1_fish	ovn_mar_mon_augus_fish	22	41	40	65		0	wh_main_vmp_fell_bats		7	none	ovn_unit_short_text_mar_augas_fish_0	wh_main_fellbats	trained			true	40.0000	1500.0000	ovn_mar_mon_augas_fish_summoned_0_attributes	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_generic	1.0000	aquatic_small	0	0	0	0	0	0	15	0	melee_flanker	false	true	false	false	medium	medium	domination_infantry		
ovn_mar_mon_augas_fish_summoned_1	10	wh2_main_bone_20	2100	inf_melee	20	inf_mel	ovn_unit_short_text_mar_augas_fish_0	fh1_fish	ovn_mar_mon_augus_fish_giant	38	55	65	2325		0	hkrul_dauphine_fish		1	none	ovn_unit_short_text_mar_augas_fish_0	wh_main_monster	trained			true	40.0000	1500.0000	ovn_mar_mon_augas_fish_summoned_0_attributes	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_generic	1.0000	aquatic_large	0	0	0	0	0	0	15	0	melee_flanker	false	true	false	false	high	high	domination_infantry		
hkrul_manann_flagellant	10	wh_main_body_0	2100	inf_melee	24	inf_mel	wh_dlc04_unit_long_text_emp_flagellants	hu1_empire_dual_hammer	wh_dlc04_infantry_flagellants_blood_dismembers	32	12	100	65		0	wh_dlc04_emp_mace		6	none	wh_dlc04_unit_short_text_emp_flagellants	wh_main_infantry_rabble	trained			true	40.0000	1500.0000	hkrul_manann_flagellant	60	80	0	vo_sel_empire_flagellents	vo_sel_generic	vo_sel_generic_short	1.0000	aquatic_small	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry		
chaos_whale_cst_kou	10	wh2_main_body_140	2100	war_beast	55	com	hkrul_chaos_whale	chaos_whale	chaos_whale_kou	78	80	125	37724		0	hkrul_whale_bite		1	none	hkrul_chaos_whale	wh_main_monster	trained			true	40.0000	1500.0000	wh3_main_kho_mon_bloodthirster_0	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	large	0	0	0	0	0	20	0	0	flying_melee_flanker	false	false	false	false	cant_capture	cant_capture	cant_capture		
ovn_mar_mon_augas_fish_0	10	wh_main_body_0	2100	inf_melee	20	inf_mel	ovn_unit_short_text_mar_augas_fish_0	fh1_fish	ovn_mar_mon_augus_fish	22	41	40	65		0	wh_main_vmp_fell_bats		7	none	ovn_unit_short_text_mar_augas_fish_0	wh_main_fellbats	trained			true	40.0000	1500.0000	ovn_mar_mon_augas_fish_summoned_0_attributes	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_generic	1.0000	aquatic_small	0	0	0	0	0	0	15	0	melee_flanker	false	true	false	false	medium	medium	domination_infantry		
ovn_mar_mon_augas_fish_1	10	wh2_main_bone_20	2100	inf_melee	20	inf_mel	ovn_unit_short_text_mar_augas_fish_0	fh1_fish	ovn_mar_mon_augus_fish_giant	38	55	65	2325		0	hkrul_dauphine_fish		1	none	ovn_unit_short_text_mar_augas_fish_0	wh_main_monster	trained			true	40.0000	1500.0000	ovn_mar_mon_augas_fish_summoned_0_attributes	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_generic	1.0000	aquatic_large	0	0	0	0	0	0	15	0	melee_flanker	false	true	false	false	high	high	domination_infantry		
urg_dae_inf_sphenisci_daemon	10	wh2_main_leather_40	2100	inf_melee	12	inf_mel	cr_unit_long_text_dae_inf_sphenisci_daemon	bi13_penguin	urg_infantry_dae_sphenisci_daemon_blood	26	24	44	48		0	urg_dae_sphenisci_daemon_flippers		8	none	cr_unit_short_text_dae_inf_sphenisci_daemon	wh_main_infantry_rabble	trained			true	40.0000	1500.0000	urg_dae_inf_sphenisci_daemon_attributes	60	80	0	vo_sel_hef_Great_Eagle	vo_sel_melee	vo_sel_culture	0.8000	small	0	0	0	0	0	0	0	0	melee_stalkers	false	true	false	false	medium	medium	domination_infantry		
urg_kho_inf_sphenisci_daemon	10	wh2_main_leather_40	2100	inf_melee	12	inf_mel	cr_unit_long_text_dae_inf_sphenisci_daemon	bi13_penguin	urg_infantry_kho_sphenisci_daemon_blood	26	19	44	48		0	urg_kho_inf_sphenisci_daemon_flippers		8	none	cr_unit_short_text_dae_inf_sphenisci_daemon	wh_main_infantry_rabble	trained			true	40.0000	1500.0000	urg_kho_inf_sphenisci_daemon_attributes	60	80	0	vo_sel_hef_Great_Eagle	vo_sel_melee	vo_sel_culture	0.8000	small	0	0	0	25	0	0	0	0	melee_stalkers	false	true	false	false	medium	medium	domination_infantry		
urg_nur_inf_sphenisci_daemon	10	wh2_main_leather_40	2100	inf_melee	12	inf_mel	cr_unit_long_text_dae_inf_sphenisci_daemon	bi13_penguin	urg_infantry_nur_sphenisci_daemon_blood	21	29	44	51		0	urg_nur_inf_sphenisci_daemon_flippers		8	none	cr_unit_short_text_dae_inf_sphenisci_daemon	wh_main_infantry_rabble	trained			true	40.0000	1500.0000	urg_nur_inf_sphenisci_daemon_attributes	60	80	0	vo_sel_hef_Great_Eagle	vo_sel_melee	vo_sel_culture	0.8000	small	0	0	0	0	0	0	0	0	melee_stalkers	false	true	false	false	medium	medium	domination_infantry		
urg_sla_inf_sphenisci_daemon	10	wh2_main_leather_40	2100	inf_melee	12	inf_mel	cr_unit_long_text_dae_inf_sphenisci_daemon	bi13_penguin	urg_infantry_sla_sphenisci_daemon_blood	26	24	44	48		0	urg_sla_inf_sphenisci_daemon_flippers		8	none	cr_unit_short_text_dae_inf_sphenisci_daemon	wh_main_infantry_rabble	trained			true	40.0000	1500.0000	urg_sla_inf_sphenisci_daemon_attributes	60	80	0	vo_sel_hef_Great_Eagle	vo_sel_melee	vo_sel_culture	0.8000	small	0	0	0	0	0	5	0	0	melee_stalkers	false	true	false	false	medium	medium	domination_infantry		
urg_tze_inf_sphenisci_daemon	10	wh2_main_leather_40	2100	inf_melee	12	inf_mel	cr_unit_long_text_dae_inf_sphenisci_daemon	bi13_penguin	urg_infantry_tze_sphenisci_daemon_blood	26	24	44	48		0	urg_tze_inf_sphenisci_daemon_flippers		8	none	cr_unit_short_text_dae_inf_sphenisci_daemon	wh_main_infantry_rabble	trained			true	40.0000	1500.0000	urg_tze_inf_sphenisci_daemon_attributes	60	80	0	vo_sel_hef_Great_Eagle	vo_sel_melee	vo_sel_culture	0.8000	small	0	0	0	0	0	0	0	0	melee_stalkers	false	true	false	false	medium	medium	domination_infantry		
