key	accuracy	armour	campaign_action_points	category	charge_bonus	class	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	training_level	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	attribute_group	spot_dist_tree	spot_dist_scrub	reload	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	can_brace	mounted_draughts	sync_locomotion	capture_tier	key_building_capture_tier	score_capture_tier	harmony_amplification_type	first_person
#land_units_tables;50;db/land_units_tables/hkrul_mar_cav_art																																																						
hkrul_mar_cav_rijders	10	wh2_main_chainmail_30	2100	cavalry	32	cav_mel	hkrul_mar_cav_rijders	hu1_empire_hr1_warhorse_sword_and_shield	wh_main_cavalry_rider_standard_blood	24	26	50	73	wh_main_brt_mnt_warhorse_fast	60	wh_main_brt_cavalry_spear		5	wh_missile_block_35_metal	hkrul_mar_cav_rijders	wh_main_cavalry_ordered	trained			true	40.0000	1500.0000	hkrul_mar_rijders	60	80	0	vo_sel_cavalry	vo_sel_cavalry	vo_sel_melee	1.0000	large	0	0	0	0	0	0	0	0	melee_flanker_shock	false	false	false	false	low	low	domination_cav		
hkrul_mar_cav_rijders_crossbow	10	wh2_main_chainmail_30	2100	cavalry	12	cav_mis	hkrul_mar_cav_rijders_crossbow	hu1_marienburg_hr1_warhorse_sword_and_crossbow	wh_main_cavalry_rider_standard_blood	18	16	45	67	wh_main_brt_mnt_warhorse_fast	60	wh_main_emp_sword_cav	wh_main_emp_crossbow	4	none	hkrul_mar_cav_rijders_crossbow	wh_main_cavalry_ordered	trained			true	40.0000	1500.0000	hkrul_mar_rijders_crossbow	60	80	10	vo_sel_outriders	vo_sel_cavalry	vo_sel_ranged	1.0000	large	0	18	0	0	0	0	0	0	ranged_harasser_flanker	true	false	false	false	low	low	domination_cav		
hkrul_mar_sons_of_manann	10	wh2_main_plate_110	2100	cavalry	62	cav_shk	hkrul_mar_sons_of_manann	hu1_empire_hr1_warhorse_lance_sword_shield	wh_main_cavalry_rider_standard_blood	34	29	72	96	ovn_mar_mnt_sons_of_manann_warhorse	60	hkrul_mar_sons_of_manann		5	wh_missile_block_30_metal	hkrul_mar_sons_of_manann	wh_main_cavalry_ordered	trained			true	40.0000	1500.0000	hkrul_mar_sons_of_manann	60	80	0	vo_sel_cavalry	vo_sel_cavalry	vo_sel_generic	1.0000	aquatic_large	0	0	0	0	0	0	0	0	melee_flanker_shock	false	false	false	false	low	low	domination_cav		
hkrul_mar_culverin	15	wh2_main_leather_20	2100	artillery	5	art_fld	hkrul_mar_culverin	hu1_empire_helstorm_crew	wh2_dlc16_infantry_standard_crew_blood_dismembers	10	6	50	48		0	wh_main_emp_sword_short		5	none	hkrul_mar_culverin	wh_main_artillery_small	trained		hkrul_mar_culverin	true	40.0000	1500.0000	hkrul_mar_culverin	60	80	10	vo_sel_cannon	vo_sel_artillery	vo_sel_generic	1.0000	small	0	22	0	0	4	0	0	0	ranged_direct	false	false	false	false	medium	medium	domination_artillery		emp_great_cannon
hkrul_mar_hellblaster	10	wh2_main_leather_20	2100	artillery	5	art_fld	wh_main_unit_long_text_emp_helblaster_volley_gun	hu1_empire_helblaster_crew	wh2_dlc16_infantry_standard_crew_blood_dismembers	10	6	50	48		0	wh_main_emp_sword_short		5	none	wh_main_unit_short_text_emp_helblaster_volley_gun	wh_main_artillery_small	trained		wh_main_emp_art_helblaster_volley_gun	true	40.0000	1500.0000	wh_main_emp_art_helblaster_volley_gun	60	80	0	vo_sel_helblaster	vo_sel_artillery	vo_sel_culture	1.0000	small	0	198	0	0	4	0	0	0	ranged_direct_arty	false	false	false	false	medium	medium	domination_artillery		emp_helblaster_volley_gun
hkrul_mar_knights_griffon	10	wh2_main_plate_90	2100	war_beast	50	cav_shk	hkrul_mar_knights_griffon	hu1_empire_bc2_griffon_wb_hammer_novfx	wh_main_cavalry_rider_standard_blood	46	34	75	1004	hkrul_mar_mnt_knights_griffon	8	wh_dlc07_brt_hippogryph_knight		2	none	hkrul_mar_knights_griffon	wh_dlc07_brt_royal_hippogryph_knights	trained			true	40.0000	1500.0000	hkrul_mar_knights_griffon	60	80	0	vo_sel_cavalry	vo_sel_cavalry	vo_sel_generic	1.0000	aquatic_large	0	0	0	0	0	0	0	0	flying_melee_flanker_shock	false	false	false	false	cant_capture	cant_capture	cant_capture		
hkrul_mar_mortar	10	wh2_main_leather_20	2100	artillery	5	art_fld	wh_main_unit_long_text_emp_mortar	hu1_empire_helstorm_crew	wh2_dlc16_infantry_standard_crew_blood_dismembers	10	6	50	48		0	wh_main_emp_sword_short		5	none	wh_main_unit_short_text_emp_mortar	wh_main_artillery_small	trained		wh_main_emp_art_mortar	true	40.0000	1500.0000	wh_main_emp_art_mortar	60	80	0	vo_sel_mortar	vo_sel_artillery	vo_sel_culture	1.0000	small	0	22	0	0	4	0	0	0	ranged_indirect_arty	false	false	false	false	medium	medium	domination_artillery		emp_mortar
hkrul_mar_hellstorm	10	wh2_main_leather_20	2100	artillery	5	art_fld	wh_main_unit_long_text_emp_helstorm_rocket_battery	hu1_empire_helstorm_crew	wh2_dlc16_infantry_standard_crew_blood_dismembers	10	6	50	48		0	wh_main_emp_sword_short		5	none	wh_main_unit_short_text_emp_helstorm_rocket_battery	wh_main_artillery_small	trained		wh_main_emp_art_helstorm_rocket_battery	true	40.0000	1500.0000	wh_main_emp_art_helstorm_rocket_battery	60	80	0	vo_sel_helstorm	vo_sel_artillery	vo_sel_culture	1.0000	small	0	66	0	0	4	0	0	0	ranged_indirect_arty	false	false	false	false	medium	medium	domination_artillery		emp_helstorm_rocket_battery
hkrul_mar_cleansing_flame	10	wh2_main_plate_105	2100	cavalry	80	cav_shk	hkrul_mar_cleansing_flame	hu1_empire_hr1_warhorse_lance_sword_shield	wh_main_cavalry_rider_standard_blood	36	32	80	94	hkrul_mar_knights_cleansing_flame	60	hkrul_mar_knights_cleansing_flame		4	wh_missile_block_35_metal	hkrul_mar_cleansing_flame	wh_main_cavalry_ordered	trained			true	40.0000	1500.0000	wh_main_emp_cav_reiksguard	60	80	0	vo_sel_cavalry	vo_sel_cavalry	vo_sel_culture	1.0000	large	0	0	40	0	0	20	0	0	melee_flanker_shock	false	false	false	false	low	low	domination_cav		
