id	names_group	type	gender	frequency
#names_tables;0;db/names_tables/hkrul_mar_surname				
3022190500	hkrul_names_emp_marienburg	family_name	m	1
3022190501	hkrul_names_emp_marienburg	family_name	m	1
3022190502	hkrul_names_emp_marienburg	family_name	m	1
3022190503	hkrul_names_emp_marienburg	family_name	m	1
3022190504	hkrul_names_emp_marienburg	family_name	m	1
3022190505	hkrul_names_emp_marienburg	family_name	m	1
3022190506	hkrul_names_emp_marienburg	family_name	m	1
3022190507	hkrul_names_emp_marienburg	family_name	m	1
3022190508	hkrul_names_emp_marienburg	family_name	m	1
3022190509	hkrul_names_emp_marienburg	family_name	m	1
3022190510	hkrul_names_emp_marienburg	family_name	m	1
3022190511	hkrul_names_emp_marienburg	family_name	m	1
3022190512	hkrul_names_emp_marienburg	family_name	m	1
3022190513	hkrul_names_emp_marienburg	family_name	m	1
3022190514	hkrul_names_emp_marienburg	family_name	m	1
3022190515	hkrul_names_emp_marienburg	family_name	m	1
3022190516	hkrul_names_emp_marienburg	family_name	m	1
3022190517	hkrul_names_emp_marienburg	family_name	m	1
3022190518	hkrul_names_emp_marienburg	family_name	m	1
3022190519	hkrul_names_emp_marienburg	family_name	m	1
3022190520	hkrul_names_emp_marienburg	family_name	m	1
3022190521	hkrul_names_emp_marienburg	family_name	m	1
3022190522	hkrul_names_emp_marienburg	family_name	m	1
3022190523	hkrul_names_emp_marienburg	family_name	m	1
3022190524	hkrul_names_emp_marienburg	family_name	m	1
3022190525	hkrul_names_emp_marienburg	family_name	m	1
3022190526	hkrul_names_emp_marienburg	family_name	m	1
3022190527	hkrul_names_emp_marienburg	family_name	m	1
3022190528	hkrul_names_emp_marienburg	family_name	m	1
3022190529	hkrul_names_emp_marienburg	family_name	m	1
3022190329	hkrul_names_emp_marienburg	family_name	m	1
