character_skill_key	effect_key	level	effect_scope	value
#character_skill_level_to_effects_junctions_tables;1;db/character_skill_level_to_effects_junctions_tables/hkrul_ogg				
hkrul_ogg_agent_actions	wh2_dlc11_effect_agent_action_enable_champion_hinder_settlement_treasure_hunt	1	character_to_character_own	1.0000
hkrul_ogg_agent_actions	wh2_main_effect_agent_action_enable_champion_assist_army_training	1	character_to_character_own	1.0000
hkrul_ogg_agent_actions	wh2_main_effect_agent_action_enable_champion_hinder_agent_assassinate	1	character_to_character_own	1.0000
hkrul_ogg_agent_actions	wh2_main_effect_agent_action_enable_champion_hinder_army_assault_units	1	character_to_character_own	1.0000
hkrul_ogg_agent_actions	wh2_main_effect_agent_action_enable_champion_hinder_settlement_assault_garrison	1	character_to_character_own	1.0000
hkrul_ogg_agent_actions	wh2_main_effect_agent_action_enable_champion_passive_stimulate_growth	1	character_to_character_own	1.0000
hkrul_ogg_agent_actions	wh2_main_effect_agent_action_passive_stimulate_growth_effect_negative	1	character_to_enemy_province	-10.0000
hkrul_ogg_agent_actions	wh2_main_effect_agent_action_passive_stimulate_growth_effect_positive	1	character_to_province_own	10.0000
hkrul_ogg_special_1_0	rhox_mar_effect_additional_caravan_cargo	1	agent_to_parent_army_general_own	200.0000
hkrul_ogg_special_1_0	wh_main_faction_political_diplomacy_mod_dwarfs	1	character_to_faction_unseen	10.0000
hkrul_ogg_special_1_1	wh_main_effect_force_stat_armour	1	agent_to_parent_army_general_own	10.0000
hkrul_ogg_special_1_1	wh_main_effect_force_stat_melee_defence	1	agent_to_parent_army_own	5.0000
hkrul_ogg_special_1_2	wh3_main_effect_caravan_speed	1	agent_to_parent_army_general_own	-20.0000
hkrul_ogg_special_1_2	wh_main_effect_character_stat_enable_magic_attacks	1	character_to_character_own	1.0000
hkrul_ogg_special_1_3	wh_main_effect_character_mod_ancillary_drop	1	character_to_character_own	15.0000
hkrul_ogg_special_1_3	wh_main_effect_economy_trade_tariff_mod	1	character_to_faction_unseen	5.0000
hkrul_ogg_special_1_4	hkrul_ogg_aim	1	character_to_character_own	1.0000
hkrul_ogg_special_1_4	wh_main_effect_character_stat_missile_damage	1	character_to_character_own	15.0000
innate_hkrul_rasha	hkrul_enable_immortality	1	character_to_character_own	1.0000
innate_hkrul_ogg	hkrul_enable_immortality	1	character_to_character_own	1.0000
innate_hkrul_paldee	hkrul_enable_immortality	1	character_to_character_own	1.0000
innate_hkrul_rasha	wh_main_effect_force_stat_speed	1	agent_to_parent_army_own	10.0000
innate_hkrul_ogg	wh_main_effect_force_stat_missile_damage	1	agent_to_parent_army_own	10.0000
innate_hkrul_paldee	wh_main_effect_force_stat_weapon_strength	1	agent_to_parent_army_own	10.0000
