character_skill_key	effect_key	level	effect_scope	value
#character_skill_level_to_effects_junctions_tables;1;db/character_skill_level_to_effects_junctions_tables/hkrul_fooger				
hkrul_fooger_special_0_2	hkrul_upkeep_fooger	1	faction_to_force_own	-50.0000
hkrul_fooger_special_0_2	hkrul_mar_thorgrim	1	character_to_character_own	1.0000
hkrul_fooger_special_0_1	wh_main_effect_economy_gdp_mod_all	1	character_to_region_own_provincewide	15.0000
hkrul_fooger_special_1_0	wh_main_effect_region_resource_iron_production	1	character_to_region_own	10.0000
hkrul_fooger_special_1_0	wh_main_effect_force_stat_armour	1	general_to_force_own	10.0000
hkrul_fooger_special_1_1	wh_main_effect_character_stat_leadership_aura_size	1	character_to_character_own	25.0000
hkrul_fooger_special_1_1	wh_main_faction_political_diplomacy_mod_dwarfs	1	character_to_faction_unseen	15.0000
hkrul_fooger_special_1_2	hkrul_mar_smith	1	character_to_character_own	1.0000
hkrul_fooger_special_1_3	wh_main_effect_force_all_campaign_upkeep	1	faction_to_force_own	-5.0000
hkrul_fooger_special_1_3	wh_main_effect_economy_trade_tariff_mod	1	character_to_faction_unseen	8.0000
hkrul_fooger_special_1_4	wh_main_effect_character_mod_ancillary_drop	1	character_to_character_own	25.0000
hkrul_fooger_special_1_4	wh_main_effect_character_stat_melee_defence	1	character_to_character_own	15.0000
hkrul_fooger_special_1_5	wh_main_effect_region_resource_spices_production	1	character_to_region_own	10.0000
hkrul_fooger_special_1_5	hkrul_mar_franz	1	character_to_character_own	1.0000
innate_hkrul_fooger	hkrul_enable_immortality	1	character_to_character_own	1.0000
innate_hkrul_fooger	wh_main_effect_economy_trade_tariff_mod	1	character_to_faction_unseen	10.0000
innate_hkrul_fooger	wh3_main_effect_allegiance_points_mod_dwarfs	1	character_to_faction_unseen	30.0000
