key	campaign_key	character_skill_key	faction_key	indent	tier	subculture	points_on_creation	required_num_parents	visible_in_ui
#character_skill_nodes_tables;6;db/character_skill_nodes_tables/hkrul_lector_manann									
hkrul_lector_manann_battle_01		wh_main_skill_all_lord_battle_inspiring_presence		4	0		0	0	true
hkrul_lector_manann_battle_02		wh2_dlc11_skill_emp_army_buff_emperors_finest		4	1		0	0	true
hkrul_lector_manann_battle_03		wh2_dlc11_skill_emp_army_buff_speed_of_horse		4	2		0	0	true
hkrul_lector_manann_battle_04		wh2_dlc11_skill_emp_army_buff_pistolkorps		4	3		0	0	true
hkrul_lector_manann_battle_05		wh2_dlc11_skill_emp_army_buff_honest_steel		4	4		0	0	true
hkrul_lector_manann_battle_06		wh2_dlc11_skill_emp_army_buff_mighty_forge		4	5		0	0	true
hkrul_lector_manann_battle_07		wh2_dlc11_skill_emp_army_buff_imperial_gunnery		4	6		0	0	true
hkrul_lector_manann_battle_08		wh_main_skill_all_lord_battle_rally		4	7		0	6	true
hkrul_lector_manann_battle_09		wh2_dlc11_skill_emp_army_buff_strength_of_hardship		4	8		0	0	true
hkrul_lector_manann_battle_10		wh2_dlc11_skill_emp_army_buff_sharpshooter		4	9		0	0	true
hkrul_lector_manann_battle_11		wh2_dlc11_skill_emp_army_buff_taste_for_battle		4	10		0	0	true
hkrul_lector_manann_battle_12		wh2_dlc11_skill_emp_army_buff_artillery_master		4	11		0	0	true
hkrul_lector_manann_battle_13		wh_main_skill_all_lord_battle_stand_your_ground		4	12		0	1	true
hkrul_lector_manann_campaign_01		wh_main_skill_all_lord_campaign_route_marcher		5	0		0	0	true
hkrul_lector_manann_campaign_02		wh_main_skill_emp_lord_campaign_iron_disciplinarian		5	1		0	0	true
hkrul_lector_manann_campaign_03		wh_main_skill_emp_lord_campaign_leader_of_renown		5	2		0	0	true
hkrul_lector_manann_campaign_04		wh_main_skill_lord_all_campaign_reassuring_presence		5	3		0	0	true
hkrul_lector_manann_campaign_05		wh_main_skill_emp_lord_campaign_fervent		5	4		0	0	true
hkrul_lector_manann_campaign_06		wh_main_skill_all_lord_campaign_irrepressible		5	5		0	4	true
hkrul_lector_manann_campaign_07		wh_main_skill_all_lord_campaign_lightning_strike		5	6		0	0	true
hkrul_lector_manann_campaign_08		wh_main_skill_emp_lord_campaign_quartermaster		5	7		0	0	true
hkrul_lector_manann_campaign_09		wh_main_skill_emp_lord_campaign_logistician		5	8		0	0	true
hkrul_lector_manann_campaign_10		wh_main_skill_all_lord_campaign_alert		5	9		0	0	true
hkrul_lector_manann_campaign_11		wh_main_skill_emp_lord_campaign_headhunter		5	10		0	4	true
hkrul_lector_manann_immortality		wh2_main_skill_all_immortality_lord		0	15		0	0	true
rhox_lector_manann_knight		rhox_lector_manann_knight		1	3		0	0	true
hkrul_lector_manann_self_01		wh_main_skill_all_all_self_hard_to_hit_starter		2	0		0	0	true
hkrul_lector_manann_self_02		wh2_dlc11_skill_all_lord_self_devastating_charge		2	1		0	0	true
hkrul_lector_manann_self_03		wh2_dlc11_skill_all_lord_self_full_plate_armour		2	2		0	0	true
hkrul_lector_manann_self_04		wh2_dlc11_skill_all_lord_self_scarred_veteran		2	3		0	0	true
hkrul_lector_manann_self_05		wh2_dlc11_skill_all_lord_self_deadly_blade		2	4		0	0	true
hkrul_lector_manann_self_06		hkrul_lector_manann_bastion		2	5		0	4	true
hkrul_lector_manann_self_07		wh2_dlc11_skill_all_lord_self_wound-maker		2	6		0	0	true
