member	context	faction
#campaign_group_member_criteria_factions_tables;1;db/campaign_group_member_criteria_factions_tables/rhox_mar		
rhox_egmond_feature	ACTOR	ovn_mar_house_den_euwe
rhox_mundvard_feature	ACTOR	ovn_mar_the_wasteland
rhox_mar_agent_action_establish_pirate_cove	ACTOR	ovn_mar_the_wasteland
rhox_mar_captive_option_enslave_mudvard	ORIGINATOR	ovn_mar_the_wasteland
wh3_main_corruption_chaos_1-10_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_chaos_11-20_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_chaos_21-30_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_chaos_31-40_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_chaos_41-50_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_chaos_51-60_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_chaos_61-70_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_chaos_71-80_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_chaos_81-90_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_chaos_91-100_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_khorne_1-10_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_khorne_11-20_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_khorne_21-30_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_khorne_31-40_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_khorne_41-50_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_khorne_51-60_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_khorne_61-70_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_khorne_71-80_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_khorne_81-90_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_khorne_91-100_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_nurgle_1-10_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_nurgle_11-20_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_nurgle_21-30_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_nurgle_31-40_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_nurgle_41-50_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_nurgle_51-60_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_nurgle_61-70_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_nurgle_71-80_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_nurgle_81-90_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_nurgle_91-100_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_slaanesh_1-10_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_slaanesh_11-20_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_slaanesh_21-30_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_slaanesh_31-40_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_slaanesh_41-50_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_slaanesh_51-60_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_slaanesh_61-70_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_slaanesh_71-80_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_slaanesh_81-90_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_slaanesh_91-100_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_tzeentch_1-10_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_tzeentch_11-20_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_tzeentch_21-30_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_tzeentch_31-40_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_tzeentch_41-50_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_tzeentch_51-60_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_tzeentch_61-70_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_tzeentch_71-80_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_tzeentch_81-90_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
wh3_main_corruption_tzeentch_91-100_rhox_mar_egmond	ACTOR	ovn_mar_house_den_euwe
rhox_mar_mundvard_stance	ORIGINATOR	ovn_mar_the_wasteland
rhox_mar_captive_option_enslave_egmopnd	ORIGINATOR	ovn_mar_house_den_euwe
rhox_mar_agent_action_establish_pirate_cove_unique	ACTOR	ovn_mar_the_wasteland
rhox_mar_non_mar_trade_karl	ACTOR	wh_main_emp_empire
rhox_mar_non_mar_trade_golden	ACTOR	wh2_dlc13_emp_golden_order
rhox_mar_non_mar_trade_hunts	ACTOR	wh2_dlc13_emp_the_huntmarshals_expedition
rhox_mar_non_mar_trade_volkmar	ACTOR	wh3_main_emp_cult_of_sigmar
rhox_mar_trade_marienburg	ACTOR	wh_main_emp_marienburg
rhox_mar_trade_egmond	ACTOR	ovn_mar_house_den_euwe
rhox_mar_trade_mundbard	ACTOR	ovn_mar_the_wasteland
