member	context	faction
#campaign_group_member_criteria_factions_tables;1;db/campaign_group_member_criteria_factions_tables/rhox_fooger		
fooger_faction_group	ACTOR	ovn_mar_house_fooger
rhox_mar_fooger_mountain_climate	ACTOR	ovn_mar_house_fooger
diplomacy_Subcult_Dwarfs_&_FactionMarFooger_Dwarf_Lord_2	ACTOR	ovn_mar_house_fooger
diplomacy_Subcult_Dwarfs_&_FactionMarFooger_Dwarf_Lord_2_&_Negative	ACTOR	ovn_mar_house_fooger
diplomacy_Subcult_Dwarfs_&_FactionMarFooger_Dwarf_Lord_2_&_OtherFactionBretonnia	ACTOR	ovn_mar_house_fooger
diplomacy_Subcult_Dwarfs_&_FactionMarFooger_Dwarf_Lord_2_&_OtherFactionBretonnia_&_Negative	ACTOR	ovn_mar_house_fooger
diplomacy_Subcult_Dwarfs_&_FactionMarFooger_Dwarf_Lord_2_&_OtherFactionBretonnia_&_Positive	ACTOR	ovn_mar_house_fooger
diplomacy_Subcult_Dwarfs_&_FactionMarFooger_Dwarf_Lord_2_&_OtherFactionChaos	ACTOR	ovn_mar_house_fooger
diplomacy_Subcult_Dwarfs_&_FactionMarFooger_Dwarf_Lord_2_&_OtherFactionChaos_&_Negative	ACTOR	ovn_mar_house_fooger
diplomacy_Subcult_Dwarfs_&_FactionMarFooger_Dwarf_Lord_2_&_OtherFactionChaos_&_Positive	ACTOR	ovn_mar_house_fooger
diplomacy_Subcult_Dwarfs_&_FactionMarFooger_Dwarf_Lord_2_&_OtherFactionDwarf	ACTOR	ovn_mar_house_fooger
diplomacy_Subcult_Dwarfs_&_FactionMarFooger_Dwarf_Lord_2_&_OtherFactionDwarf_&_Negative	ACTOR	ovn_mar_house_fooger
diplomacy_Subcult_Dwarfs_&_FactionMarFooger_Dwarf_Lord_2_&_OtherFactionDwarf_&_Positive	ACTOR	ovn_mar_house_fooger
diplomacy_Subcult_Dwarfs_&_FactionMarFooger_Dwarf_Lord_2_&_OtherFactionEmpire	ACTOR	ovn_mar_house_fooger
diplomacy_Subcult_Dwarfs_&_FactionMarFooger_Dwarf_Lord_2_&_OtherFactionEmpire_&_Negative	ACTOR	ovn_mar_house_fooger
diplomacy_Subcult_Dwarfs_&_FactionMarFooger_Dwarf_Lord_2_&_OtherFactionEmpire_&_Positive	ACTOR	ovn_mar_house_fooger
diplomacy_Subcult_Dwarfs_&_FactionMarFooger_Dwarf_Lord_2_&_OtherFactionGreenskin	ACTOR	ovn_mar_house_fooger
diplomacy_Subcult_Dwarfs_&_FactionMarFooger_Dwarf_Lord_2_&_OtherFactionGreenskin_&_Negative	ACTOR	ovn_mar_house_fooger
diplomacy_Subcult_Dwarfs_&_FactionMarFooger_Dwarf_Lord_2_&_OtherFactionGreenskin_&_Positive	ACTOR	ovn_mar_house_fooger
diplomacy_Subcult_Dwarfs_&_FactionMarFooger_Dwarf_Lord_2_&_OtherFactionVamp	ACTOR	ovn_mar_house_fooger
diplomacy_Subcult_Dwarfs_&_FactionMarFooger_Dwarf_Lord_2_&_OtherFactionVamp_&_Negative	ACTOR	ovn_mar_house_fooger
diplomacy_Subcult_Dwarfs_&_FactionMarFooger_Dwarf_Lord_2_&_OtherFactionVamp_&_Positive	ACTOR	ovn_mar_house_fooger
diplomacy_Subcult_Dwarfs_&_FactionMarFooger_Dwarf_Lord_2_&_Positive	ACTOR	ovn_mar_house_fooger
