member	context	faction
#campaign_group_member_criteria_factions_tables;1;db/campaign_group_member_criteria_factions_tables/rhox_dauphine		
cult_of_manann_faction_group	ACTOR	ovn_mar_cult_of_manann
diplomacy_FactionGroup_cult_of_manann_faction	ACTOR	ovn_mar_cult_of_manann
diplomacy_FactionGroup_cult_of_manann_faction_&_Negative	ACTOR	ovn_mar_cult_of_manann
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionBeastmen	ACTOR	ovn_mar_cult_of_manann
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionBeastmen_&_Negative	ACTOR	ovn_mar_cult_of_manann
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionBeastmen_&_Positive	ACTOR	ovn_mar_cult_of_manann
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionBretonnia	ACTOR	ovn_mar_cult_of_manann
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionBretonnia_&_Negative	ACTOR	ovn_mar_cult_of_manann
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionBretonnia_&_Positive	ACTOR	ovn_mar_cult_of_manann
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionChaos	ACTOR	ovn_mar_cult_of_manann
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionChaos_&_Negative	ACTOR	ovn_mar_cult_of_manann
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionChaos_&_Positive	ACTOR	ovn_mar_cult_of_manann
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionDarkElves	ACTOR	ovn_mar_cult_of_manann
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionDarkElves_&_Negative	ACTOR	ovn_mar_cult_of_manann
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionDarkElves_&_Positive	ACTOR	ovn_mar_cult_of_manann
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionDwarf	ACTOR	ovn_mar_cult_of_manann
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionDwarf_&_Negative	ACTOR	ovn_mar_cult_of_manann
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionDwarf_&_Positive	ACTOR	ovn_mar_cult_of_manann
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionEmpire	ACTOR	ovn_mar_cult_of_manann
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionEmpire_&_Negative	ACTOR	ovn_mar_cult_of_manann
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionEmpire_&_Positive	ACTOR	ovn_mar_cult_of_manann
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionGreenskin	ACTOR	ovn_mar_cult_of_manann
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionGreenskin_&_Negative	ACTOR	ovn_mar_cult_of_manann
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionGreenskin_&_Positive	ACTOR	ovn_mar_cult_of_manann
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionHighElves	ACTOR	ovn_mar_cult_of_manann
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionHighElves_&_Negative	ACTOR	ovn_mar_cult_of_manann
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionHighElves_&_Positive	ACTOR	ovn_mar_cult_of_manann
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionLizardmen	ACTOR	ovn_mar_cult_of_manann
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionLizardmen_&_Negative	ACTOR	ovn_mar_cult_of_manann
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionLizardmen_&_Positive	ACTOR	ovn_mar_cult_of_manann
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionSkaven	ACTOR	ovn_mar_cult_of_manann
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionSkaven_&_Negative	ACTOR	ovn_mar_cult_of_manann
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionSkaven_&_Positive	ACTOR	ovn_mar_cult_of_manann
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionTombKings	ACTOR	ovn_mar_cult_of_manann
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionTombKings_&_Negative	ACTOR	ovn_mar_cult_of_manann
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionTombKings_&_Positive	ACTOR	ovn_mar_cult_of_manann
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionVamp	ACTOR	ovn_mar_cult_of_manann
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionVamp_&_Negative	ACTOR	ovn_mar_cult_of_manann
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionVamp_&_Positive	ACTOR	ovn_mar_cult_of_manann
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionWoodElves	ACTOR	ovn_mar_cult_of_manann
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionWoodElves_&_Negative	ACTOR	ovn_mar_cult_of_manann
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionWoodElves_&_Positive	ACTOR	ovn_mar_cult_of_manann
diplomacy_FactionGroup_cult_of_manann_faction_&_Positive	ACTOR	ovn_mar_cult_of_manann
rhox_rogue_spirits_of_stromfel_diplo	ORIGINATOR	rhox_rogue_spirits_of_stromfel
