variant_name	tech_folder	variant_filename	low_poly_filename	mount_scale	scale	scale_variation	super_low_poly_filename
#variants_tables;6;db/variants_tables/hkrul_mar_supplement							
hkrul_dauphine		mrg_Camilla		1.0000	1.1000	0.0000	
ovn_mar_augas_fish_summoned_0		mar_polypus_fish		1.0000	0.5000	0.0500	
ovn_mar_augas_fish_summoned_1		mar_polypus_fish		1.0000	2.7000	0.0500	
ovn_mar_ch_sea_wizard		mar_wizard_sea		1.0000	1.1500	0.0500	
ovn_mar_ch_sea_wizard_campaign_01		mar_wizard_sea		1.0000	1.1500	0.0500	
ovn_mar_ch_sea_wizard_campaign_02		mar_wizard_sea		1.0000	1.1500	0.0500	
hkrul_manann_barded_warhorse		mar_manann_mount_horse	hr1\emp\emp_warhorse_armoured\low_poly\emp_horse_armoured_lowlod	1.0000	1.0000	0.0500	
hkrul_manann_barded_warhorse_campaign	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	mar_manann_mount_horse	hr1\emp\emp_warhorse_armoured\low_poly\emp_horse_armoured_lowlod	1.0000	1.0000	0.0000	
hkrul_manann_griffon	VariantMeshes\wh_variantmodels\bc2\emp\emp_imperial_griffon\tech	mar_griffon		1.0000	1.6670	0.0000	
mar_fanatics		mar_fanatics	hu1\emp\emp_flagellants\low_poly\emp_flagellants_lowlod	1.0000	1.0000	0.0500	hu1\imposter\humanoid_imposter
hkrul_fooger		phy_arkat		1.0000	1.1500	0.0500	
hkrul_fooger_caravan_master_01		phy_dwarf_merchant_01		1.0000	1.1500	0.0500	
hkrul_fooger_caravan_master_02		phy_dwarf_merchant_02		1.0000	1.1500	0.0500	
hkrul_fooger_caravan_master		phy_dwarf_merchant		1.0000	1.1500	0.0500	
hkrul_fooger_caravan_master_2		phy_dwarf_merchant_02		1.0000	1.0000	0.0000	
hkrul_fooger_caravan_master_3		phy_dwarf_merchant_01		1.0000	1.0000	0.0000	
