effect	icon	priority	icon_negative	category	is_positive_value_good
#effects_tables;0;db/effects_tables/@cr_sam_marienburg					
ovn_effect_skill_ammo_increase_mar_all_missile_infantry_missile_cavalry	ammo.png	201	ammo.png	battle	true
ovn_effect_skill_missile_damage_increase_mar_all_missile_infantry_missile_cavalry	ranged_damage.png	109	ranged_damage.png	battle	true
ovn_effect_skill_range_increase_mar_all_missile_infantry_missile_cavalry	accuracy.png	203	accuracy.png	battle	true
ovn_effect_skill_morale_mar_all_melee_infantry_monstrous_infantry	morale.png	61	morale.png	battle	true
ovn_effect_skill_melee_attack_increase_mar_all_melee_infantry_monstrous_infantry	melee.png	109	melee.png	battle	true
ovn_effect_skill_melee_defence_increase_mar_all_melee_infantry_monstrous_infantry	defence.png	111	defence.png	battle	true
ovn_effect_skill_movement_speed_increase_mar_all_melee_cavalry_monsters	battle_movement.png	101	battle_movement.png	battle	true
ovn_effect_skill_fatigue_resistance_increase_mar_all_melee_cavalry_monsters	vigour.png	101	vigour.png	battle	false
ovn_effect_skill_melee_defence_increase_mar_all_melee_cavalry_monsters	defence.png	101	defence.png	battle	true
ovn_effect_skill_ammo_increase_mar_all_artillery_warmachines	ammo.png	201	ammo.png	battle	true
ovn_effect_skill_missile_damage_increase_mar_all_artillery_warmachines	ranged_damage.png	109	ranged_damage.png	battle	true
ovn_effect_skill_reload_increase_mar_all_artillery_warmachines	icon_stat_reload_time_force.png	202	ranged_damage.png	battle	true
ovn_effect_skill_range_increase_mar_human_land_artillery_missile_infantry_missile_cavalry_rank7	accuracy.png	203	accuracy.png	battle	true
ovn_effect_skill_armour_increase_mar_human_land_artillery_missile_infantry_missile_cavalry_rank7	armour.png	101	armour.png	battle	true
ovn_effect_skill_ammo_increase_mar_human_land_artillery_missile_infantry_missile_cavalry_rank7	ammo.png	201	ammo.png	battle	true
ovn_effect_skill_ward_save_all_increase_mar_human_water_units_rank7	resistance_ward_save.png	55	resistance_ward_save.png	battle	true
ovn_effect_skill_movement_speed_increase_mar_human_water_units_rank7	battle_movement.png	101	battle_movement.png	battle	true
ovn_effect_skill_morale_increase_mar_human_water_units_rank7	morale.png	61	morale.png	battle	true
ovn_effect_skill_missile_damage_increase_mar_nonhuman_units_rank7	ranged_damage.png	109	ranged_damage.png	battle	true
ovn_effect_skill_armour_increase_mar_nonhuman_units_rank7	armour.png	101	armour.png	battle	true
ovn_effect_skill_ward_save_magic_increase_mar_nonhuman_units_rank7	resistance_magic.png	55	resistance_magic.png	battle	true
ovn_effect_skill_ward_save_missile_increase_mar_human_land_melee_infantry_melee_cavalry_rank7	resistance_missile.png	55	resistance_missile.png	battle	true
ovn_effect_skill_charge_bonus_increase_mar_human_land_melee_infantry_melee_cavalry_rank7	charge.png	121	charge.png	battle	true
ovn_effect_skill_melee_defence_increase_mar_human_land_melee_infantry_melee_cavalry_rank7	defence.png	111	defence.png	battle	true
ovn_ability_enable_fountain_of_life	spell_ability.png	3	spell_ability.png	battle	true
ovn_ability_enable_fountain_of_life_upgraded	spell_ability.png	4	spell_ability.png	battle	true
ovn_effect_magic_sea_cooldown_fountain_of_life	magic_cooldown.png	60	magic_cooldown.png	battle	false
ovn_effect_magic_sea_miscast_reduction_fountain_of_life	spell_ability.png	111	spell_ability.png	battle	false
ovn_effect_magic_sea_wom_cost_fountain_of_life	spell_ability.png	67	spell_ability.png	battle	false
ovn_effect_magic_sea_wom_cost_fountain_of_life_upgrade	spell_ability.png	68	spell_ability.png	battle	false
