effect	icon	priority	icon_negative	category	is_positive_value_good
#effects_tables;0;db/effects_tables/hkrul_mar_ovn_reserve					
hkrul_mar_effect_ability_cooldown_blue_fire_of_tzeentch	magic_cooldown.png	293	magic_cooldown.png	both	false
hkrul_mar_effect_ability_enable_tzeentch_blue_fire_of_tzeentch	magic_character.png	290	magic_character.png	battle	true
hkrul_mar_effect_ability_miscast_blue_fire_of_tzeentch_upgraded	magic.png	298	magic.png	both	false
hkrul_mar_effect_ability_overcast_blue_fire_of_tzeentch	magic_character.png	292	magic_character.png	both	true
hkrul_mar_effect_ability_wom_cost_blue_fire_of_tzeentch	magic_character.png	294	magic_character.png	both	false
hkrul_mar_effect_ability_wom_cost_blue_fire_of_tzeentch_upgraded	magic_character.png	295	magic_character.png	both	false
hkrul_mar_effect_ability_cooldown_treason_of_tzeentch	magic_cooldown.png	293	magic_cooldown.png	both	false
hkrul_mar_effect_ability_enable_tzeentch_treason_of_tzeentch	magic_character.png	290	magic_character.png	battle	true
hkrul_mar_effect_ability_miscast_treason_of_tzeentch_upgraded	magic.png	298	magic.png	both	false
hkrul_mar_effect_ability_overcast_treason_of_tzeentch	magic_character.png	292	magic_character.png	both	true
hkrul_mar_effect_ability_wom_cost_treason_of_tzeentch	magic_character.png	294	magic_character.png	both	false
hkrul_mar_effect_ability_wom_cost_treason_of_tzeentch_upgraded	magic_character.png	295	magic_character.png	both	false
hkrul_mar_effect_ability_cooldown_tzeentchs_firestorm	magic_cooldown.png	293	magic_cooldown.png	both	false
hkrul_mar_effect_ability_enable_tzeentch_tzeentchs_firestorm	magic_character.png	290	magic_character.png	battle	true
hkrul_mar_effect_ability_miscast_tzeentchs_firestorm_upgraded	magic.png	298	magic.png	both	false
hkrul_mar_effect_ability_overcast_tzeentchs_firestorm	magic_character.png	292	magic_character.png	both	true
hkrul_mar_effect_ability_wom_cost_tzeentchs_firestorm	magic_character.png	294	magic_character.png	both	false
hkrul_mar_effect_ability_wom_cost_tzeentchs_firestorm_upgraded	magic_character.png	295	magic_character.png	both	false
hkrul_enable_new_artifact	general_ability.png	600	general_ability.png	battle	true
hkrul_mundvard_enable_ability_shadow_walk	general_ability.png	600	general_ability.png	battle	true
hkrul_mundvard_enable_ability_sword_wsoran	general_ability.png	600	general_ability.png	battle	true
