effect	icon	priority	icon_negative	category	is_positive_value_good
#effects_tables;0;db/effects_tables/hkrul_camille					
hkrul_enable_immortality		0		campaign	true
hkrul_dauphine_crown	item_ability.png	300	item_ability.png	battle	true
hkrul_dauphine_helm	item_ability.png	300	item_ability.png	battle	true
hkrul_dauphine_sword	item_ability.png	300	item_ability.png	battle	true
hkrul_manann_book	item_ability.png	300	item_ability.png	battle	true
hkrul_dauphine_pal	item_ability.png	300	item_ability.png	battle	true
hkrul_mar_fish	item_ability.png	300	item_ability.png	battle	true
hkrul_dauphine_nordland_damage	weapon_damage.png	97	weapon_damage.png	battle	true
hkrul_dauphine_mount	mount.png	50	mount.png	both	true
hkrul_dauphine_mount_2	mount.png	50	mount.png	both	true
hkrul_dauphine_mount_3	mount.png	50	mount.png	both	true
hkrul_force_stat_armour_defending_sea	armour.png	400	armour.png	battle	true
hkrul_stat_bvl_sea	bonus_vs_large.png	400	bonus_vs_large.png	battle	true
hkrul_dauphine_effect_dummy	hkrul_effect_pirate.png	1	hkrul_effect_pirate.png	battle	true
hkrul_cult_of_manann_effect_dummy	hkrul_effect_trident.png	2	hkrul_effect_trident.png	battle	true
effect_bundle_marienburg_reinforce_dummy	effect_bundle_marienburg_reinforce.png	3	effect_bundle_marienburg_reinforce.png	battle	true
rhox_dauphine_mission_dummy	hkrul_effect_pirate.png	1	hkrul_effect_pirate.png	battle	true
hkrul_mar_water_blast	item_ability.png	300	item_ability.png	battle	true
hkrul_xp_gain_manann	experience.png	101	experience.png	campaign	true
hkrul_melee_attack_manann	melee.png	101	melee.png	battle	true
hkrul_dauphine_empire	diplomacy.png	101	diplomacy.png	campaign	true
hkrul_dauphine_cult_sigmar	diplomacy.png	101	diplomacy.png	campaign	true
hkrul_recruitment_cost_manann	treasury.png	101	treasury.png	campaign	false
hkrul_dauhpine_cooldown_prayers	magic_cooldown_character.png	293	magic_cooldown_character.png	both	false
ovn_effect_magic_sea_cooldown_fountain_of_life	magic_cooldown.png	60	magic_cooldown.png	battle	false
ovn_effect_magic_sea_miscast_reduction_fountain_of_life	spell_ability.png	111	spell_ability.png	battle	false
ovn_effect_magic_sea_wom_cost_fountain_of_life	magic_character.png	67	magic_character.png	battle	false
ovn_effect_magic_sea_wom_cost_fountain_of_life_upgrade	magic_character.png	68	magic_character.png	battle	false
ovn_effect_magic_sea_cooldown_water_blast	magic_cooldown.png	60	magic_cooldown.png	battle	false
ovn_effect_magic_sea_miscast_reduction_water_blast	spell_ability.png	111	spell_ability.png	battle	false
ovn_effect_magic_sea_wom_cost_water_blast	magic_character.png	67	magic_character.png	battle	false
ovn_effect_magic_sea_wom_cost_water_blast_upgrade	magic_character.png	68	magic_character.png	battle	false
ovn_lore_passive_sea_legs	general_ability.png	600	general_ability.png	battle	true
ovn_effect_magic_sea_cooldown_fishermans_eye	magic_cooldown.png	60	magic_cooldown.png	battle	false
ovn_effect_magic_sea_wom_cost_fishermans_eye	magic_character.png	67	magic_character.png	battle	false
ovn_effect_magic_sea_cooldown_drowned_mans_face	magic_cooldown.png	60	magic_cooldown.png	battle	false
ovn_effect_magic_sea_miscast_reduction_drowned_mans_face	spell_ability.png	111	spell_ability.png	battle	false
ovn_effect_magic_sea_wom_cost_drowned_mans_face	magic_character.png	67	magic_character.png	battle	false
ovn_effect_magic_sea_wom_cost_drowned_mans_face_upgrade	magic_character.png	68	magic_character.png	battle	false
ovn_effect_magic_sea_cooldown_animate_water	magic_cooldown.png	60	magic_cooldown.png	battle	false
ovn_effect_magic_sea_miscast_reduction_animate_water	spell_ability.png	111	spell_ability.png	battle	false
ovn_effect_magic_sea_wom_cost_animate_water	magic_character.png	67	magic_character.png	battle	false
ovn_effect_magic_sea_wom_cost_animate_water_upgrade	magic_character.png	68	magic_character.png	battle	false
ovn_effect_magic_sea_cooldown_wave_of_destruction	magic_cooldown.png	60	magic_cooldown.png	battle	false
ovn_effect_magic_sea_miscast_reduction_wave_of_destruction	spell_ability.png	111	spell_ability.png	battle	false
ovn_effect_magic_sea_wom_cost_wave_of_destruction	magic_character.png	67	magic_character.png	battle	false
ovn_effect_magic_sea_wom_cost_wave_of_destruction_upgrade	magic_character.png	68	magic_character.png	battle	false
ovn_effect_agent_enable_recruitment_wizard_sea_wizard	wizard.png	3	wizard.png	campaign	true
