key	image_path	localised_description	localised_name	unlocked_at_rank	is_background_skill	is_female_only_background_skill	is_male_only_background_skill	background_weighting	influence_cost
#character_skills_tables;5;db/character_skills_tables/hkrul_slaver									
hkrul_skill_innate_slaver_innate_1	trait_personality.png			0	true	false	false	2.0000	0
hkrul_skill_innate_slaver_innate_2	trait_personality.png			0	true	false	false	2.0000	0
hkrul_slaver_special_1_0	hkrul_slaver_1_0.png			0	false	false	false	0.0000	0
hkrul_slaver_special_1_1	hkrul_slaver_1_1.png			0	false	false	false	0.0000	0
hkrul_slaver_special_1_2	hkrul_slaver_1_1.png			0	false	false	false	0.0000	0
hkrul_slaver_special_1_3	hkrul_slaver_1_3.png			0	false	false	false	0.0000	0
hkrul_slaver_special_1_4	hkrul_slaver_1_4.png			0	false	false	false	0.0000	0
hkrul_slaver_special_0_1	hkrul_slaver_01.png			0	false	false	false	0.0000	0
hkrul_slaver_special_0_2	hkrul_slaver_02.png			0	false	false	false	0.0000	0
