key	image_path	localised_description	localised_name	unlocked_at_rank	is_background_skill	is_female_only_background_skill	is_male_only_background_skill	background_weighting	influence_cost
#character_skills_tables;5;db/character_skills_tables/hkrul_fooger_adventurers									
innate_hkrul_rasha	trait_dwarf.png			0	true	false	false	100.0000	0
hkrul_rasha_special_1_0	hkrul_rasha_special_1_0.png			0	false	false	false	0.0000	0
hkrul_rasha_special_1_1	hkrul_rasha_special_1_1.png			0	false	false	false	0.0000	0
hkrul_rasha_special_1_2	hkrul_rasha_special_1_2.png			0	false	false	false	0.0000	0
hkrul_rasha_special_1_3	hkrul_rasha_special_1_3.png			0	false	false	false	0.0000	0
hkrul_rasha_special_1_4	hkrul_rasha_special_1_4.png			0	false	false	false	0.0000	0
hkrul_rasha_agent_actions	mount_barded_warhorse.png			0	false	false	false	0.0000	0
innate_hkrul_ogg	trait_dwarf.png			0	true	false	false	100.0000	0
hkrul_ogg_special_1_0	hkrul_ogg_special_1_0.png			0	false	false	false	0.0000	0
hkrul_ogg_special_1_1	hkrul_ogg_special_1_1.png			0	false	false	false	0.0000	0
hkrul_ogg_special_1_2	hkrul_ogg_special_1_2.png			0	false	false	false	0.0000	0
hkrul_ogg_special_1_3	hkrul_ogg_special_1_3.png			0	false	false	false	0.0000	0
hkrul_ogg_special_1_4	hkrul_ogg_special_1_4.png			0	false	false	false	0.0000	0
hkrul_ogg_agent_actions	mount_barded_warhorse.png			0	false	false	false	0.0000	0
innate_hkrul_paldee	trait_dwarf.png			0	true	false	false	100.0000	0
hkrul_paldee_special_1_0	hkrul_paldee_special_1_0.png			0	false	false	false	0.0000	0
hkrul_paldee_special_1_1	hkrul_paldee_special_1_1.png			0	false	false	false	0.0000	0
hkrul_paldee_special_1_3	hkrul_paldee_special_1_3.png			0	false	false	false	0.0000	0
hkrul_paldee_special_1_2	hkrul_paldee_special_1_2.png			0	false	false	false	0.0000	0
hkrul_paldee_special_1_4	hkrul_paldee_special_1_4.png			0	false	false	false	0.0000	0
hkrul_paldee_agent_actions	mount_barded_warhorse.png			0	false	false	false	0.0000	0
