key	image_path	localised_description	localised_name	unlocked_at_rank	is_background_skill	is_female_only_background_skill	is_male_only_background_skill	background_weighting	influence_cost
#character_skills_tables;5;db/character_skills_tables/hkrul_camille									
innate_hkrul_dauphine	hkrul_dauphine_innate.png			0	true	false	false	100.0000	0
hkrul_dauphine_mount_2	hkrul_lector_mount.png			0	false	false	false	0.0000	0
hkrul_dauphine_mount_3	mount_imperial_griffon.png			0	false	false	false	0.0000	0
hkrul_dauphine_special_1_0	hkrul_dauphine_special_1_0.png			0	false	false	false	0.0000	0
hkrul_dauphine_special_1_1	hkrul_dauphine_special_1_1.png			0	false	false	false	0.0000	0
hkrul_dauphine_special_1_2	hkrul_dauphine_special_1_1.png			0	false	false	false	0.0000	0
hkrul_dauphine_special_1_3	hkrul_dauphine_special_1_3.png			0	false	false	false	0.0000	0
hkrul_dauphine_special_1_4	hkrul_dauphine_special_1_4.png			0	false	false	false	0.0000	0
hkrul_dauphine_special_1_5	hkrul_dauphine_special_1_5.png			0	false	false	false	0.0000	0
hkrul_dauphine_special_1_6	hkrul_dauphine_special_1_6.png			0	false	false	false	0.0000	0
hkrul_dauphine_special_1_7	hkrul_dauphine_special_1_7.png			0	false	false	false	0.0000	0
hkrul_dauphine_special_1_8	hkrul_dauphine_special_1_6.png			0	false	false	false	0.0000	0
hkrul_dauphine_special_2_0	hkrul_dauphine_special_2_0.png			0	false	false	false	0.0000	0
hkrul_dauphine_special_2_1	hkrul_dauphine_special_2_1.png			0	false	false	false	0.0000	0
hkrul_dauphine_special_2_2	hkrul_dauphine_special_2_2.png			0	false	false	false	0.0000	0
hkrul_dauphine_special_2_3	hkrul_dauphine_special_2_3.png			0	false	false	false	0.0000	0
hkrul_dauphine_special_2_4	hkrul_dauphine_special_2_4.png			0	false	false	false	0.0000	0
hkrul_dauphine_special_2_5	hkrul_dauphine_special_2_5.png			0	false	false	false	0.0000	0
hkrul_dauphine_special_2_6	hkrul_dauphine_special_2_6.png			0	false	false	false	0.0000	0
hkrul_dauphine_special_2_7	hkrul_dauphine_special_2_7.png			0	false	false	false	0.0000	0
hkrul_dauphine_special_0_1	hkrul_dauphine_special_0_1.png			0	false	false	false	0.0000	0
hkrul_dauphine_special_0_2	hkrul_dauphine_special_0_2.png			0	false	false	false	0.0000	0
hkrul_dauphine_banner	mount_barded_warhorse.png			0	false	false	false	0.0000	0
hkrul_dauphine_Cultist	mount_barded_warhorse.png			0	false	false	false	0.0000	0
hkrul_dauphine_sword	mount_barded_warhorse.png			0	false	false	false	0.0000	0
hkrul_dauphine_mount	mount_barded_warhorse.png			0	false	false	false	0.0000	0
