bonus_value_id	effect	unit_set
#effect_bonus_value_ids_unit_sets_tables;0;db/effect_bonus_value_ids_unit_sets_tables/hkrul_mar		
melee_attack_mod	hkrul_mar_klumpf_cap	hkrul_klumpf
unit_cap	hkrul_mar_carriers_cap	hkrul_carriers_non_ror
armour_mod	hkrul_mar_carriers_armour	hkrul_carriers
xp_gain_rate_mod	hkrul_mar_carriers_xp	hkrul_carriers
unit_damage_resistance_physical_mod	hkrul_mar_pion_cap_vis	hkrul_pion
unit_cap	hkrul_mar_pion_cap	hkrul_pion
melee_attack_mod	hkrul_mar_pion_ma	hkrul_pion
melee_defence_mod	hkrul_mar_pion_sartosa	wh2_dlc11_cst_inf_sartosa_militia_0
morale	hkrul_mar_pion_sartosa_morale	wh2_dlc11_cst_inf_sartosa_militia_0
melee_damage_mod_mult	hkrul_mar_klumpf_ws	hkrul_klumpf
upkeep_mod	hkrul_mar_klumpf_upkeep	hkrul_klumpf
upkeep_mod	hkrul_hendrik_upkeep	hkrul_hendrik
upkeep_mod	hkrul_mar_bundle_simon_hidden	hkrul_simon
global_recruit_time_mod	hkrul_pg_burgher	hkrul_burgher
unit_damage_resistance_physical_mod	hkrul_mar_carriers_phys	hkrul_carriers
upkeep_mod	hkrul_mar_bundle_jaan_hidden	hkrul_jk
upkeep_mod	hkrul_mar_upkeep_characters	emp_characters
melee_attack_mod	hkrul_mar_defenders_ma	hkrul_mar_defenders
unit_cap	hkrul_mar_defenders_cap	hkrul_mar_defenders
upkeep_mod	hkrul_mar_teuling_upkeep	hkrul_mar_teuling
upkeep_mod	hkrul_mar_defenders_upkeep	hkrul_mar_defenders
unit_cap	hkrul_mar_black_caps_cap	hkrul_mar_black_caps
upkeep_mod	hkrul_mar_black_caps_upkeep	hkrul_mar_black_caps
melee_defence_mod	hkrul_mar_black_caps_md	hkrul_mar_black_caps
damage_vs_infantry	hkrul_mar_black_caps_bonus_vs_inf	hkrul_mar_black_caps
movement_mod	hkrul_mar_privateers_missile	hkrul_mar_privateers
missile_damage_mod_mult	hkrul_mar_privateers_speed	hkrul_mar_privateers
unit_cap	hkrul_mar_knights_cleansing_cap	hkrul_mar_cleansing_flame
charge_bonus	hkrul_mar_knights_cleansing_charge	hkrul_mar_cleansing_flame
upkeep_mod	hkrul_mar_mundvard_human_upkeep	hkrul_mar_mundvard_human
unit_xp_mod	hkrul_mar_mundvard_human_experience	hkrul_mar_mundvard_human
cost_mod	hkrul_mar_mundvard_human_recruit	hkrul_mar_mundvard_human
armour_mod	hkrul_mar_health_landship	wh3_dlc25_emp_land_ship
unit_xp_mod	hkrul_mar_thijs_recruit	hkrul_mar_thijs
damage_vs_large_entities	hkrul_mar_warden	hkrul_mar_warden
unit_xp_mod	hkrul_mar_warden_rank	hkrul_mar_warden
morale	hkrul_mar_thijs_leadership	hkrul_mar_thijs
unit_xp_mod	hkrul_mar_hong_rank	wh3_main_tze_all
melee_defence_mod	hkrul_elf_md	hef_all
upkeep_mod	rhox_mar_upkeep_lords_heroes	characters
ammo_mod	rhox_mar_jaan_ranged_ammunition	rhox_mar_ranged
melee_attack_mod	rhox_mar_jaan_melee_attack	rhox_mar_infantry
melee_defence_mod	rhox_mar_jaan_melee_defence	rhox_mar_infantry
missile_damage_ap_mod_mult	rhox_mar_jaan_ranged_damage	rhox_mar_ranged
missile_damage_mod_mult	rhox_mar_jaan_ranged_damage	rhox_mar_ranged
unit_damage_resistance_physical_mod	rhox_mar_jaan_physical_resistance	rhox_mar_ranged
unit_damage_resistance_physical_mod	rhox_mar_jaan_physical_resistance	rhox_mar_melee
upkeep_mod	rhox_mar_mundvard_upkeep_human	hkrul_mar_mundvard_human
