unit_caste	unit_category	unit_class	unit_record	unit_set	exclude
#unit_set_to_unit_junctions_tables;1;db/unit_set_to_unit_junctions_tables/dae_penguin_daemon					
			urg_dae_inf_sphenisci_daemon	kho_hounds_crushers_furies_rank7	false
			urg_dae_inf_sphenisci_daemon	nur_furies_rot_flies_plague_drones_rank7	false
			urg_dae_inf_sphenisci_daemon	nur_furies_rot_flies_plague_drones	false
			urg_dae_inf_sphenisci_daemon	nur_rot_flies_plague_drones_chaos_furies	false
			urg_dae_inf_sphenisci_daemon	sla_furies_spawn_fiends	false
			urg_dae_inf_sphenisci_daemon	tze_chaos_furies_screamers	false
			urg_dae_inf_sphenisci_daemon	tze_knights_furies_screamers_rank7	false
			urg_dae_inf_sphenisci_daemon	wh3_main_dae_inf_chaos_furies_0	false
			urg_dae_inf_sphenisci_daemon	wh3_main_kho_all	false
			urg_dae_inf_sphenisci_daemon	wh3_main_kho_flesh_hounds_warhounds_furies	false
			urg_dae_inf_sphenisci_daemon	wh3_main_kho_inf_chaos_furies_0	false
			urg_dae_inf_sphenisci_daemon	wh3_main_nur_all	false
			urg_dae_inf_sphenisci_daemon	wh3_main_nur_inf_chaos_furies_0	false
			urg_dae_inf_sphenisci_daemon	wh3_main_sla_all	false
			urg_dae_inf_sphenisci_daemon	wh3_main_tze_all	false
			urg_kho_inf_sphenisci_daemon	kho_hounds_crushers_furies_rank7	false
			urg_kho_inf_sphenisci_daemon	mp_cap_unit_kho_inf_chaos_furies_0	false
			urg_kho_inf_sphenisci_daemon	mp_cap_group_flying_unit	false
			urg_kho_inf_sphenisci_daemon	wh3_main_kho_all	false
			urg_kho_inf_sphenisci_daemon	wh3_main_kho_flesh_hounds_warhounds_furies	false
			urg_kho_inf_sphenisci_daemon	wh3_main_kho_inf_chaos_furies_0	false
			urg_kho_inf_sphenisci_daemon	wh3_main_kho_nur_all	false
			urg_nur_inf_sphenisci_daemon	mp_cap_unit_nur_inf_chaos_furies_0	false
			urg_nur_inf_sphenisci_daemon	mp_cap_group_flying_unit	false
			urg_nur_inf_sphenisci_daemon	nur_furies_rot_flies_plague_drones_rank7	false
			urg_nur_inf_sphenisci_daemon	nur_furies_rot_flies_plague_drones	false
			urg_nur_inf_sphenisci_daemon	nur_rot_flies_plague_drones_chaos_furies	false
			urg_nur_inf_sphenisci_daemon	wh3_main_kho_nur_all	false
			urg_nur_inf_sphenisci_daemon	wh3_main_nur_all	false
			urg_nur_inf_sphenisci_daemon	wh3_main_nur_inf_chaos_furies_0	false
			urg_nur_inf_sphenisci_daemon	wh3_main_nur_recruitment_pool	false
			urg_sla_inf_sphenisci_daemon	mp_cap_unit_sla_inf_chaos_furies_0	false
			urg_sla_inf_sphenisci_daemon	mp_cap_group_flying_unit	false
			urg_sla_inf_sphenisci_daemon	sla_furies_spawn_fiends	false
			urg_sla_inf_sphenisci_daemon	sla_monsters_rank7	false
			urg_sla_inf_sphenisci_daemon	sla_monsters	false
			urg_sla_inf_sphenisci_daemon	wh3_main_sla_all	false
			urg_sla_inf_sphenisci_daemon	wh3_main_sla_hunt	false
			urg_tze_inf_sphenisci_daemon	mp_cap_unit_tze_inf_chaos_furies_0	false
			urg_tze_inf_sphenisci_daemon	mp_cap_group_flying_unit	false
			urg_tze_inf_sphenisci_daemon	tze_chaos_furies_screamers	false
			urg_tze_inf_sphenisci_daemon	tze_knights_furies_screamers_rank7	false
			urg_tze_inf_sphenisci_daemon	wh3_main_tze_all	false
