unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	recruitment_cost	upkeep_cost	weight	resource_requirement	special_edition_mask	unique_index	in_encyclopedia	audio_voiceover_culture	ui_unit_group_land	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element	barrier_health	can_be_bribed	point_allowance_weight	is_renown
#main_units_tables;6;db/main_units_tables/hkrul_mar_character																																													
hkrul_jk		-1	lord	1	false	hkrul_jk	1	0	750	wh_main_shp_transport	1	1	1	1000	376	medium		0	75707986	false	wh_main_vo_culture_Empire	lord_infantry_sword	0	true	emp_general_foot		true		800.0000	0.0000	true	vo_culture_None	true	wh_main_vo_actor_Empire_General	0	true	false	0	false	false		0.0000	false	1	false
hkrul_jk_barded_warhorse		-1	lord	1	false	hkrul_jk_barded_warhorse	1	0	1000	wh_main_shp_transport	1	1	1	1200	350	medium		0	75707987	false	wh_main_vo_culture_Empire	lord_cavalry	0	true	emp_general_foot	hkrul_jk_cam_horse  	true		850.0000	0.0000	true	vo_culture_None	true	wh_main_vo_actor_Empire_General	0	true	false	0	false	false		0.0000	false	1	false
hkrul_pg		-1	hero	1	false	hkrul_pg	1	1	850	wh_main_shp_transport	1	1	1	1000	315	medium		0	75707988	false	wh_main_vo_culture_Empire	hkrul_mar_caravan_hero	0	true	emp_general_foot		true		1000.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Empire_Captain	0	true	false	0	false	false		0.0000	false	1	false
hkrul_pg_barded_warhorse		-1	hero	1	false	hkrul_pg_barded_warhorse	1	1	1100	wh_main_shp_transport	1	1	1	1100	370	very_heavy		0	75707989	false	wh_main_vo_culture_Empire	hkrul_mar_caravan_hero	0	true	emp_general_foot	wh_main_cam_mnt_emp_warhorse	true		1200.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Empire_Captain	0	true	false	0	false	false		0.0000	false	1	false
hkrul_hendrik		-1	lord	1	false	hkrul_hendrik	1	0	1000	wh_main_shp_transport	1	1	1	1000	235	medium		0	75707990	false	vo_culture_Neutral	emp_warrior_priest	0	true	emp_general_foot		true		350.0000	0.0000	true	vo_culture_None	true	wh2_pro08_vo_actor_neu_Felix	0	true	false	2	false	false		0.0000	false	1	false
hkrul_hendrik_warhorse		-1	lord	1	false	hkrul_hendrik_warhorse	1	0	1250	wh_main_shp_transport	1	1	1	1100	272	medium		0	75707991	false	vo_culture_Neutral	emp_warrior_priest_cavalry	0	true	emp_general_foot	wh_main_cam_mnt_emp_warhorse	true		550.0000	0.0000	true	vo_culture_None	true	wh2_pro08_vo_actor_neu_Felix	0	true	false	0	false	false		0.0000	false	1	false
hkrul_hendrik_pegasus		-1	lord	1	false	hkrul_hendrik_pegasus	1	0	1500	wh_main_shp_transport	1	1	1	1350	337	medium		0	75707992	false	vo_culture_Neutral	emp_warrior_priest_cavalry	0	true	emp_general_foot	wh_main_cam_mnt_emp_imperial_pegasus	true		825.0000	0.0000	true	vo_culture_None	true	wh2_pro08_vo_actor_neu_Felix	0	true	false	2	false	false		0.0000	false	1	false
hkrul_solkan		-1	hero	1	false	hkrul_solkan	1	1	850	wh_main_shp_transport	1	1	1	1000	415	medium		0	75707993	false	wh_main_vo_culture_Empire	emp_captain	0	true	emp_general_foot		true		1000.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Empire_WitchHunter	0	true	false	0	false	false		0.0000	false	1	false
hkrul_solkan_mirror		-1	hero	1	false	hkrul_solkan_mirror	1	1	850	wh_main_shp_transport	1	1	1	1000	300	medium		0	75707994	false	wh_main_vo_culture_Empire	emp_captain	0	true	emp_general_foot		true		1000.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Empire_WitchHunter	0	true	false	0	false	false	smoke_clip	0.0000	false	1	false
