unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	recruitment_cost	upkeep_cost	weight	resource_requirement	special_edition_mask	unique_index	in_encyclopedia	audio_voiceover_culture	ui_unit_group_land	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element	barrier_health	can_be_bribed	point_allowance_weight	is_renown
#main_units_tables;6;db/main_units_tables/hkrul_mar_cav_art																																													
hkrul_mar_cav_rijders		-1	melee_cavalry	1	false	hkrul_mar_cav_rijders	60	0	400	wh_main_shp_transport	1	1	60	400	115	medium		0	26036212	false	wh_main_vo_culture_Empire	hkrul_mar_cav	1	false	emp_reiksguard		false		400.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Empire_Mounted	0	true	false	6	false	false		0.0000	true	1	false
hkrul_mar_cav_rijders_crossbow		-1	missile_cavalry	1	false	hkrul_mar_cav_rijders_crossbow	60	0	500	wh_main_shp_transport	1	1	60	500	135	medium		0	26036213	false	wh_main_vo_culture_Empire	hkrul_mar_missile_cavalry_bow	2	false	emp_reiksguard		false		40.0000	360.0000	false	vo_culture_None	false	wh_main_vo_actor_Empire_Mounted	0	true	false	6	false	false		0.0000	true	1	false
hkrul_mar_sons_of_manann	wh_main_emp_smiths_1	-1	melee_cavalry	2	false	hkrul_mar_sons_of_manann	60	0	1150	wh_main_shp_transport	1	1	60	1150	294	medium		0	26036214	false	wh_main_vo_culture_Empire	hkrul_mar_cav_sword	3	false	emp_reiksguard		false		1150.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Empire_Mounted	0	true	false	6	false	false		0.0000	true	1	false
hkrul_mar_culverin		-1	warmachine	2	false	hkrul_mar_culverin	44	0	725	wh_main_shp_transport	1	1	44	725	187	medium		0	26036215	false	wh_main_vo_culture_Empire	hkrul_mar_cannon	2	false	emp_soldier_15_degrees		false		70.0000	655.0000	true	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false		0.0000	true	1	false
hkrul_mar_hellblaster		-1	warmachine	2	false	hkrul_mar_hellblaster	44	0	1050	wh_main_shp_transport	1	1	44	1050	288	medium		0	26036216	true	wh_main_vo_culture_Empire	hkrul_mar_field_gun	3	false	emp_soldier_15_degrees		false		130.0000	1020.0000	true	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false		0.0000	true	1	false
hkrul_mar_knights_griffon	wh_main_emp_smiths_2	-1	monstrous_cavalry	3	false	hkrul_mar_knights_griffon	8	0	2000	wh_main_shp_transport	1	1	8	2000	550	heavy		0	26036217	false	wh_main_vo_culture_Empire	hkrul_mar_flying_monstrous_cavalry	5	false	emp_reiksguard		false		2000.0000	0.0000	true	vo_culture_None	false	wh_main_vo_actor_Empire_Mounted	0	true	true	2	false	false		0.0000	true	1	false
hkrul_mar_mortar		-1	warmachine	1	false	hkrul_mar_mortar	44	0	650	wh_main_shp_transport	1	1	44	650	174	medium		0	26036218	true	wh_main_vo_culture_Empire	hkrul_mar_cannon	2	false	emp_art_mortar		false		60.0000	590.0000	true	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false		0.0000	true	1	false
hkrul_mar_hellstorm		-1	warmachine	2	false	hkrul_mar_hellstorm	44	0	1050	wh_main_shp_transport	1	1	44	1050	279	medium		0	26036219	true	wh_main_vo_culture_Empire	hkrul_mar_emp_rocket_battery	3	false	emp_soldier_15_degrees		false		130.0000	1070.0000	true	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false		0.0000	true	1	false
hkrul_mar_cleansing_flame		2	melee_cavalry	2	false	hkrul_mar_cleansing_flame	60	0	1400	wh_main_shp_transport	1	1	60	1400	377	heavy		0	26036220	true	wh_main_vo_culture_Empire	shock_cavalry	3	false	emp_reiksguard		false		1400.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Empire_Mounted	0	true	false	6	false	false		0.0000	true	1	false
hkrul_mar_art_scheepskanon		-1	warmachine	1	false	hkrul_mar_art_scheepskanon	44	0	800	wh_main_shp_transport	1	1	44	800	206	medium		0	26036221	true	wh_main_vo_culture_Empire	hkrul_mar_cannon	2	false	emp_soldier_15_degrees		false		80.0000	720.0000	true	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false		0.0000	true	1	false
