unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	recruitment_cost	upkeep_cost	weight	resource_requirement	special_edition_mask	in_encyclopedia	audio_voiceover_culture	ui_unit_group_land	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element	barrier_health	can_be_bribed	point_allowance_weight	is_renown
#main_units_tables;7;db/main_units_tables/rhox_dauphine_reinforcements																																												
rhox_dauphine_snek_hkrul_mar_landship		-1	warmachine	3	false	snek_hkrul_mar_landship	11	0	1500	wh_main_shp_transport	1	1	11	1575	500	very_heavy		0	true	wh_main_vo_culture_Empire	snek_mar_landship	4	true	snek_hkrul_mar_landship		true		650.0000	1500.0000	true	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	1	false	false		0.0000	true	1	false
rhox_dauphine_hkrul_mar_cleansing_flame		-1	melee_cavalry	2	false	hkrul_mar_cleansing_flame	60	0	1400	wh_main_shp_transport	1	1	60	1400	377	heavy		0	true	wh_main_vo_culture_Empire	shock_cavalry	3	false	emp_reiksguard		false		1400.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Empire_Mounted	0	true	false	6	false	false		0.0000	true	1	false
rhox_dauphine_hkrul_mar_art_scheepskanon		-1	warmachine	1	false	hkrul_mar_art_scheepskanon	44	0	800	wh_main_shp_transport	1	1	44	800	206	medium		0	true	wh_main_vo_culture_Empire	hkrul_mar_cannon	2	false	emp_soldier_15_degrees		false		80.0000	720.0000	true	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false		0.0000	true	1	false
rhox_dauphine_hkrul_mar_inf_greatsword		-1	melee_infantry	1	false	hkrul_mar_inf_greatsword	120	0	850	wh_main_shp_transport	1	1	120	850	235	medium		0	true	wh_main_vo_culture_Empire	hkrul_mar_inf_gsword	2	false	emp_soldier_30_degrees		false		900.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false		0.0000	true	1	false
rhox_dauphine_hkrul_mar_inf_handgun		-1	missile_infantry	1	false	hkrul_mar_inf_handgun	90	0	600	wh_main_shp_transport	1	1	120	600	153	medium		0	true	wh_main_vo_culture_Empire	hkrul_mar_missile_infantry_rifle	2	false	emp_soldier_30_degrees		false		120.0000	480.0000	false	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false		0.0000	true	1	false
rhox_dauphine_hkrul_mar_riverwarden		-1	missile_infantry	1	false	hkrul_mar_riverwarden	120	0	500	wh_main_shp_transport	1	1	120	550	125	medium		0	false	wh_main_vo_culture_Empire	hkrul_mar_missile_infantry_pistol	2	false	emp_soldier_15_degrees		false		270.0000	230.0000	false	vo_culture_None	false	wh_dlc04_vo_actor_Empire_Inf	0	true	false	6	false	false		0.0000	true	1	false
rhox_dauphine_hkrul_privateers_dual_swords		-1	melee_infantry	1	false	hkrul_privateers_dual_swords	100	0	750	wh_main_shp_transport	1	1	120	775	166	medium		0	true	wh_main_vo_culture_Empire	hkrul_mar_wh2_main_infantry_dual_swords	2	false	emp_soldier_15_degrees		false		450.0000	0.0000	false	vo_culture_None	false	wh2_dlc11_vo_actor_Generic_Human	0	true	false	6	false	false		0.0000	true	1	false
rhox_dauphine_hkrul_privateers		-1	missile_infantry	1	false	hkrul_privateers	120	0	800	wh_main_shp_transport	1	1	120	750	191	medium		0	true	wh_main_vo_culture_Empire	hkrul_mar_missile_infantry_pistol	2	false	emp_soldier_15_degrees		false		250.0000	450.0000	false	vo_culture_None	false	wh2_dlc11_vo_actor_Generic_Human	0	true	false	6	false	false		0.0000	true	1	false
rhox_dauphine_hkrul_mar_defenders		-1	melee_infantry	2	false	hkrul_mar_defenders	120	0	975	wh_main_shp_transport	1	1	120	975	278	medium		0	true	wh_main_vo_culture_Empire	hkrul_mar_inf_gsword	2	false	emp_soldier_30_degrees		false		950.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false		0.0000	true	1	false
rhox_dauphine_hkrul_mar_black_caps		-1	melee_infantry	1	false	hkrul_mar_black_caps	120	4	415	wh_main_shp_transport	1	1	120	415	172	medium		0	false	wh_main_vo_culture_Empire	infantry_goedendag	1	false	emp_soldier_15_degrees		false		355.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false		0.0000	true	1	false
