unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	recruitment_cost	upkeep_cost	weight	resource_requirement	special_edition_mask	unique_index	in_encyclopedia	audio_voiceover_culture	ui_unit_group_land	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element	barrier_health	can_be_bribed	point_allowance_weight	is_renown
#main_units_tables;6;db/main_units_tables/rhox_mar_emp_cus																																													
hkrul_pion_cus_emp		1	melee_infantry	1	false	hkrul_pion	120	1	650	wh_main_shp_transport	1	1	120	700	165	medium		0	2444590363	false	wh_main_vo_culture_Empire	hkrul_mar_infantry_spear_halberd_emp_cus	3	false	emp_soldier_15_degrees		false		550.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false		0.0000	true	1	true
hkrul_klumpf_cus_emp		1	melee_infantry	1	false	hkrul_klumpf	120	1	685	wh_main_shp_transport	1	1	120	715	175	medium		0	2444590364	true	wh_main_vo_culture_Empire	hkrul_mar_inf_sword_emp_cus	3	true	emp_soldier_15_degrees		false		400.0000	0.0000	false	vo_culture_None	true	wh2_dlc11_vo_actor_Generic_Human	0	true	false	6	false	false		0.0000	true	1	true
hkrul_carriers_ror_cus_emp		1	melee_infantry	1	false	hkrul_carriers_ror	1	1	725	wh_main_shp_transport	1	1	1	815	149	medium		0	2444590365	true	wh2_dlc11_vo_culture_Vampire_Coast	hkrul_mar_wh_dlc07_brt_grail_relique_emp_cus	3	true	emp_reiksguard		true		500.0000	0.0000	false	vo_culture_None	true	wh2_dlc11_vo_actor_Generic_Human	0	true	false	6	false	false		0.0000	true	1	true
hkrul_mar_art_paixhan_ror_cus_emp		1	warmachine	1	false	hkrul_mar_art_paixhan_ror	44	1	800	wh_main_shp_transport	1	1	44	1100	187	medium		0	2444590366	false	wh_main_vo_culture_Empire	hkrul_mar_cannon_emp_cus	3	false	emp_soldier_15_degrees		false		60.0000	740.0000	true	vo_culture_None	true	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false		0.0000	true	1	true
hkrul_mar_mananns_blades_ror_cus_emp		1	melee_infantry	1	false	hkrul_mar_mananns_blades_ror	120	1	700	wh_main_shp_transport	1	1	120	700	175	medium		0	2444590367	false	wh_main_vo_culture_Empire	hkrul_mar_inf_sword_emp_cus	5	false	emp_soldier_15_degrees		false		700.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false		0.0000	true	1	true
hkrul_mar_bordermen_ror_cus_emp		1	missile_cavalry	1	false	hkrul_mar_bordermen_ror	48	1	1000	wh_main_shp_transport	1	1	40	1000	250	medium		0	2444590368	true	wh_main_vo_culture_Empire	hkrul_mar_missile_cavalry_rifle_emp_cus	3	false	emp_reiksguard		false		128.0000	512.0000	false	vo_culture_None	true	wh_main_vo_actor_Empire_Mounted	0	true	false	6	false	false		0.0000	true	1	true
hkrul_mar_defenders_cus_emp	wh_main_emp_smiths_2	4	melee_infantry	2	false	hkrul_mar_defenders	120	0	975	wh_main_shp_transport	1	1	120	975	235	medium		0	2444590369	true	wh_main_vo_culture_Empire	hkrul_mar_inf_gsword_emp_cus	3	false	emp_soldier_30_degrees		false		950.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	true	false	6	false	false		0.0000	true	1	false
hkrul_mar_teuling_cus_emp		1	melee_cavalry	1	false	hkrul_mar_teuling	60	1	1050	wh_main_shp_transport	1	1	60	1035	288	heavy		0	2444590370	true	wh_main_vo_culture_Empire	hkrul_mar_cav_emp_cus	3	false	emp_reiksguard		false		1000.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Empire_Mounted	0	true	false	1	false	false		0.0000	true	1	true
snek_hkrul_mar_ror_landship_cus_emp		1	warmachine	3	false	snek_hkrul_mar_ror_landship	13	1	2050	wh_main_shp_transport	1	1	13	1975	625	very_heavy		0	2444590371	true	wh_main_vo_culture_Empire	snek_mar_landship_emp_cus	5	true	snek_hkrul_mar_landship		true		700.0000	1550.0000	true	vo_culture_None	true	wh_main_vo_actor_Empire_Infantry	0	true	false	1	false	false		0.0000	true	1	true
