key	faction	allowed
#units_to_exclusive_faction_permissions_tables;0;db/units_to_exclusive_faction_permissions_tables/hkrul_mar		
snek_hkrul_mar_ror_landship	wh_main_emp_marienburg	true
snek_hkrul_mar_landship	wh_main_emp_marienburg	true
hkrul_klumpf	wh_main_emp_marienburg	true
hkrul_pion	wh_main_emp_marienburg	true
hkrul_carriers_ror	wh_main_emp_marienburg	true
hkrul_mar_art_paixhan_ror	wh_main_emp_marienburg	true
hkrul_mar_mananns_blades_ror	wh_main_emp_marienburg	true
hkrul_mar_riverwarden_ror	wh_main_emp_marienburg	true
hkrul_mar_bordermen_ror	wh_main_emp_marienburg	true
hkrul_mar_teuling	wh_main_emp_marienburg	true
hkrul_mar_naval_paixhan	wh_main_emp_marienburg	true
hkrul_burgher	ovn_mar_the_wasteland	true
hkrul_privateers	ovn_mar_the_wasteland	true
hkrul_privateers_dual_swords	ovn_mar_the_wasteland	true
wh3_dlc20_chs_inf_chaos_marauders_mtze_spears	ovn_mar_house_den_euwe	true
wh3_dlc20_chs_inf_chaos_marauders_mtze	ovn_mar_house_den_euwe	true
wh3_dlc20_chs_inf_chaos_warriors_mtze_halberds	ovn_mar_house_den_euwe	true
wh3_dlc20_chs_inf_chaos_warriors_mtze	ovn_mar_house_den_euwe	true
wh3_dlc20_chs_inf_chosen_mtze_halberds	ovn_mar_house_den_euwe	true
wh3_dlc20_chs_inf_chosen_mtze	ovn_mar_house_den_euwe	true
wh3_dlc20_chs_mon_warshrine_mtze	ovn_mar_house_den_euwe	true
hkrul_mar_cav_rijders_crossbow	ovn_mar_the_wasteland	true
hkrul_mar_inf_crossbow	ovn_mar_the_wasteland	true
hkrul_mar_riverwarden	ovn_mar_the_wasteland	true
hkrul_mar_talons	wh_main_emp_marienburg	true
wh3_dlc20_chs_cav_chaos_knights_mtze_lances	ovn_mar_house_den_euwe	true
wh3_main_tze_cav_chaos_knights_0	ovn_mar_house_den_euwe	true
wh3_main_tze_cav_doom_knights_0	ovn_mar_house_den_euwe	true
