attrition	unit
#campaign_map_attrition_unit_immunities_tables;0;db/campaign_map_attrition_unit_immunities_tables/hkrul_mar_infantry_missile	
non_vampire_territory	hkrul_mar_inf_boogschutter
non_vampire_territory	hkrul_mar_art_scheepskanon
non_vampire_territory	hkrul_mar_inf_crossbow
non_vampire_territory	hkrul_mar_inf_greatsword
non_vampire_territory	hkrul_mar_inf_halberd
non_vampire_territory	hkrul_mar_inf_handgun
non_vampire_territory	hkrul_mar_inf_swords
non_vampire_territory	hkrul_mar_inf_goedendagers
non_vampire_territory	hkrul_mar_mananns_blades_ror
non_vampire_territory	hkrul_mar_riverwarden
non_vampire_territory	hkrul_mar_riverwarden_ror
non_vampire_territory	hkrul_mar_qual
non_vampire_territory	hkrul_mar_qual_great
non_vampire_territory	hkrul_mar_defenders
non_vampire_territory	hkrul_mar_talons
mountain	hkrul_fooger_ror
non_vampire_territory	hkrul_fooger_ror
snow	hkrul_fooger_ror
non_vampire_territory	hkrul_burgher
non_vampire_territory	hkrul_carriers
non_vampire_territory	hkrul_klumpf
non_vampire_territory	hkrul_pion
non_vampire_territory	hkrul_privateers
non_vampire_territory	hkrul_privateers_dual_swords
non_vampire_territory	hkrul_mar_sons_of_manann
non_vampire_territory	rhox_mar_cst_inf_sartosa_free_company_0
non_vampire_territory	rhox_mar_cst_inf_sartosa_militia_0
