attrition	unit
#campaign_map_attrition_unit_immunities_tables;0;db/campaign_map_attrition_unit_immunities_tables/hkrul_mar_monsters	
non_vampire_territory	ovn_mar_mon_augas_fish_1
non_vampire_territory	ovn_mar_mon_augas_fish_0
deep_sea	ovn_mar_mon_augas_fish_1
deep_sea	ovn_mar_mon_augas_fish_0
chaos_territory	urg_dae_inf_sphenisci_daemon
chaos_wastes	urg_dae_inf_sphenisci_daemon
non_vampire_territory	urg_dae_inf_sphenisci_daemon
chaos_territory	urg_kho_inf_sphenisci_daemon
chaos_wastes	urg_kho_inf_sphenisci_daemon
non_vampire_territory	urg_kho_inf_sphenisci_daemon
snow	urg_kho_inf_sphenisci_daemon
chaos_territory	urg_nur_inf_sphenisci_daemon
chaos_wastes	urg_nur_inf_sphenisci_daemon
non_vampire_territory	urg_nur_inf_sphenisci_daemon
snow	urg_nur_inf_sphenisci_daemon
chaos_territory	urg_sla_inf_sphenisci_daemon
chaos_wastes	urg_sla_inf_sphenisci_daemon
non_vampire_territory	urg_sla_inf_sphenisci_daemon
snow	urg_sla_inf_sphenisci_daemon
chaos_territory	urg_tze_inf_sphenisci_daemon
chaos_wastes	urg_tze_inf_sphenisci_daemon
non_vampire_territory	urg_tze_inf_sphenisci_daemon
snow	urg_tze_inf_sphenisci_daemon
