attrition	unit
#campaign_map_attrition_unit_immunities_tables;0;db/campaign_map_attrition_unit_immunities_tables/rhox_dauphine_reinforcements	
deep_sea	rhox_dauphine_snek_hkrul_mar_landship
sea_monster_storm	rhox_dauphine_snek_hkrul_mar_landship
maelstrom	rhox_dauphine_snek_hkrul_mar_landship
storm_level_1	rhox_dauphine_snek_hkrul_mar_landship
storm_level_2	rhox_dauphine_snek_hkrul_mar_landship
storm_level_3	rhox_dauphine_snek_hkrul_mar_landship
storm_level_4	rhox_dauphine_snek_hkrul_mar_landship
storm_level_5	rhox_dauphine_snek_hkrul_mar_landship
non_vampire_territory	rhox_dauphine_snek_hkrul_mar_landship
non_vampire_territory	rhox_dauphine_hkrul_mar_cleansing_flame
non_vampire_territory	rhox_dauphine_hkrul_mar_art_scheepskanon
non_vampire_territory	rhox_dauphine_hkrul_mar_inf_greatsword
non_vampire_territory	rhox_dauphine_hkrul_mar_inf_handgun
non_vampire_territory	rhox_dauphine_hkrul_mar_riverwarden
non_vampire_territory	rhox_dauphine_hkrul_privateers_dual_swords
non_vampire_territory	rhox_dauphine_hkrul_privateers
non_vampire_territory	rhox_dauphine_hkrul_mar_defenders
non_vampire_territory	rhox_dauphine_hkrul_mar_black_caps
