id	building_level	unit_group
#building_level_armed_citizenry_junctions_tables;1;db/building_level_armed_citizenry_junctions_tables/rhox_mar		
1632398476	rhox_mar_emp_garrison_1	rhox_mar_emp_defence_minor_1
1632398477	rhox_mar_emp_garrison_2	rhox_mar_emp_defence_minor_2
1632398478	rhox_mar_emp_walls_1	rhox_mar_emp_defence_major_1
1632398479	rhox_mar_emp_walls_2	rhox_mar_emp_defence_major_2
1632398480	rhox_mar_emp_walls_3	rhox_mar_emp_defence_major_3
1632398486	hkrul_mar_mundvard_liar	wh_main_vmp_cav_black_knights_3
1632398487	hkrul_mar_mundvard_liar	wh_main_vmp_inf_grave_guard_0
1632398488	hkrul_mar_mundvard_liar	wh_main_vmp_inf_grave_guard_1
1632398489	hkrul_mar_mundvard_liar	wh_main_vmp_cav_black_knights_3
1632398490	hkrul_mar_mundvard_liar	wh_main_vmp_inf_grave_guard_0
1632398491	hkrul_mar_mundvard_liar	wh_main_vmp_inf_grave_guard_1
1632398492	rhox_mar_emp_allied_outpost_1	rhox_mar_emp_inf_goedendagers
1632398493	rhox_mar_emp_allied_outpost_1	rhox_mar_emp_inf_goedendagers
1632398494	rhox_mar_emp_allied_outpost_1	rhox_mar_emp_inf_crossbowmen
1632398495	rhox_mar_emp_allied_outpost_2	rhox_mar_emp_inf_goedendagers
1632398496	rhox_mar_emp_allied_outpost_2	rhox_mar_emp_inf_crossbowmen
1632398497	rhox_mar_emp_allied_outpost_2	rhox_mar_emp_inf_greatswords
1632398498	rhox_mar_emp_allied_outpost_3	rhox_mar_emp_inf_handgunners
1632398499	rhox_mar_emp_allied_outpost_3	rhox_mar_emp_inf_greatswords
1632398500	rhox_mar_emp_allied_outpost_3	rhox_mar_emp_inf_greatswords
1632398511	rhox_mar_rijker	rhox_mar_rijker_garrison
1632398512	rhox_mar_eilhart	rhox_mar_eilhart_garrison
