key	campaign_key	faction_key	indent	technology_key	technology_node_set	tier	research_points_required	cost_per_round	food_cost	optional_ui_group	resource_cost	required_parents	pixel_offset_x	pixel_offset_y
#technology_nodes_tables;0;db/technology_nodes_tables/rhox_mar_jaan														
emp_marienburg_tech			7	wh_main_tech_dwf_civ_0_2	mar_dummy	5	700	0	0			0	0	0
tech_rhox_mar_rijkers_isle		wh_main_emp_marienburg	7	tech_ovn_mar_rijkers_isle	mar_dummy	0	500	0	0			0	0	-200
tech_rhox_mar_temple_district		wh_main_emp_marienburg	10	tech_ovn_mar_temple_district	mar_dummy	0	500	0	0			0	0	-200
tech_rhox_mar_temple_district_2		wh_main_emp_marienburg	11	tech_ovn_mar_temple_district_2	mar_dummy	0	500	0	0			0	0	-200
tech_rhox_mar_mananns_haven		wh_main_emp_marienburg	12	tech_ovn_mar_mananns_haven	mar_dummy	0	500	0	0			0	0	-200
tech_rhox_mar_the_flats		wh_main_emp_marienburg	3	tech_ovn_mar_the_flats	mar_dummy	1	500	0	0			0	0	-200
tech_rhox_mar_old_money_ward_1		wh_main_emp_marienburg	11	tech_ovn_mar_old_money_ward_1	mar_dummy	1	500	0	0			0	0	-200
tech_rhox_mar_old_money_ward_2		wh_main_emp_marienburg	12	tech_ovn_mar_old_money_ward_2	mar_dummy	1	500	0	0			0	0	-200
tech_rhox_mar_old_money_ward_3		wh_main_emp_marienburg	13	tech_ovn_mar_old_money_ward_3	mar_dummy	1	500	0	0			0	0	-200
tech_rhox_mar_elf_town_1		wh_main_emp_marienburg	4	tech_ovn_mar_elf_town_1	mar_dummy	2	500	0	0			0	0	-200
tech_rhox_mar_elf_town_2		wh_main_emp_marienburg	5	tech_ovn_mar_elf_town_2	mar_dummy	2	500	0	0			0	0	-200
tech_rhox_mar_riddra_isle		wh_main_emp_marienburg	9	tech_ovn_mar_riddra_isle	mar_dummy	2	500	0	0			0	0	-200
tech_rhox_mar_norscan_town		wh_main_emp_marienburg	12	tech_ovn_mar_norscan_town	mar_dummy	2	500	0	0			0	0	-200
tech_rhox_mar_craftsmarket_1		wh_main_emp_marienburg	13	tech_ovn_mar_craftsmarket_1	mar_dummy	2	500	0	0			0	0	-200
tech_rhox_mar_dead_canal_1		wh_main_emp_marienburg	14	tech_ovn_mar_dead_canal_1	mar_dummy	2	500	0	0			0	0	-200
tech_rhox_mar_north_wall_1		wh_main_emp_marienburg	3	tech_ovn_mar_north_wall_1	mar_dummy	3	500	0	0			0	0	-200
tech_rhox_mar_arabtown		wh_main_emp_marienburg	4	tech_ovn_mar_arabtown	mar_dummy	3	500	0	0			0	0	-200
tech_rhox_mar_treasurehoem		wh_main_emp_marienburg	5	tech_ovn_mar_treasurehoem	mar_dummy	3	500	0	0			0	0	-200
tech_rhox_mar_guilderfield		wh_main_emp_marienburg	6	tech_ovn_mar_guilderfield	mar_dummy	3	500	0	0			0	0	-200
tech_rhox_mar_stoessel_isle		wh_main_emp_marienburg	10	tech_ovn_mar_stoessel_isle	mar_dummy	3	500	0	0			0	0	-200
tech_rhox_mar_south_dock_1		wh_main_emp_marienburg	12	tech_ovn_mar_south_dock_1	mar_dummy	3	500	0	0			0	0	-200
tech_rhox_mar_craftsmarket_2		wh_main_emp_marienburg	13	tech_ovn_mar_craftsmarket_2	mar_dummy	3	500	0	0			0	0	-200
tech_rhox_mar_dead_canal_2		wh_main_emp_marienburg	14	tech_ovn_mar_dead_canal_2	mar_dummy	3	500	0	0			0	0	-200
tech_rhox_mar_north_wall_2		wh_main_emp_marienburg	3	tech_ovn_mar_north_wall_2	mar_dummy	4	500	0	0			0	0	-200
tech_rhox_mar_dealers_market_1		wh_main_emp_marienburg	4	tech_ovn_mar_dealers_market_1	mar_dummy	4	500	0	0			0	0	-200
tech_rhox_mar_nippon_town		wh_main_emp_marienburg	5	tech_ovn_mar_nippon_town	mar_dummy	4	500	0	0			0	0	-200
tech_rhox_mar_palace_district		wh_main_emp_marienburg	6	tech_ovn_mar_palace_district	mar_dummy	4	500	0	0			0	0	-200
tech_rhox_mar_hightower_isle		wh_main_emp_marienburg	8	tech_ovn_mar_hightower_isle	mar_dummy	4	500	0	0			0	0	-200
