key	campaign_key	faction_key	indent	technology_key	technology_node_set	tier	research_points_required	cost_per_round	food_cost	optional_ui_group	resource_cost	required_parents	pixel_offset_x	pixel_offset_y
#technology_nodes_tables;0;db/technology_nodes_tables/rhox_mar_egmond_future														
tech_ovn_mar_rijkers_isle			7	tech_ovn_mar_rijkers_isle	mar_dummy	0	500	0	0			0	0	0
tech_ovn_mar_temple_district_1			10	tech_ovn_mar_temple_district	mar_dummy	0	500	0	0			0	0	0
tech_ovn_mar_temple_district_2			11	tech_ovn_mar_temple_district_2	mar_dummy	0	500	0	0			0	0	0
tech_ovn_mar_mananns_haven			12	tech_ovn_mar_mananns_haven	mar_dummy	0	500	0	0			0	0	0
tech_ovn_mar_the_flats			3	tech_ovn_mar_the_flats	mar_dummy	1	500	0	0			0	0	0
tech_ovn_mar_old_money_ward_1			11	tech_ovn_mar_old_money_ward_1	mar_dummy	1	500	0	0			0	0	0
tech_ovn_mar_old_money_ward_2			12	tech_ovn_mar_old_money_ward_2	mar_dummy	1	500	0	0			0	0	0
tech_ovn_mar_old_money_ward_3			13	tech_ovn_mar_old_money_ward_3	mar_dummy	1	500	0	0			0	0	0
tech_ovn_mar_elf_town_1			4	tech_ovn_mar_elf_town_1	mar_dummy	2	500	0	0			0	0	0
tech_ovn_mar_elf_town_2			5	tech_ovn_mar_elf_town_2	mar_dummy	2	500	0	0			0	0	0
tech_ovn_mar_riddra_isle			9	tech_ovn_mar_riddra_isle	mar_dummy	2	500	0	0			0	0	0
tech_ovn_mar_norscan_town			12	tech_ovn_mar_norscan_town	mar_dummy	2	500	0	0			0	0	0
tech_ovn_mar_craftsmarket_1			13	tech_ovn_mar_craftsmarket_1	mar_dummy	2	500	0	0			0	0	0
tech_ovn_mar_dead_canal_1			14	tech_ovn_mar_dead_canal_1	mar_dummy	2	500	0	0			0	0	0
tech_ovn_mar_north_wall_1			3	tech_ovn_mar_north_wall_1	mar_dummy	3	500	0	0			0	0	0
tech_ovn_mar_arabtown			4	tech_ovn_mar_arabtown	mar_dummy	3	500	0	0			0	0	0
tech_ovn_mar_treasurehoem			5	tech_ovn_mar_treasurehoem	mar_dummy	3	500	0	0			0	0	0
tech_ovn_mar_guilderfield			6	tech_ovn_mar_guilderfield	mar_dummy	3	500	0	0			0	0	0
tech_ovn_mar_stoessel_isle			10	tech_ovn_mar_stoessel_isle	mar_dummy	3	500	0	0			0	0	0
tech_ovn_mar_south_dock_1			12	tech_ovn_mar_south_dock_1	mar_dummy	3	500	0	0			0	0	0
tech_ovn_mar_craftsmarket_2			13	tech_ovn_mar_craftsmarket_2	mar_dummy	3	500	0	0			0	0	0
tech_ovn_mar_dead_canal_2			14	tech_ovn_mar_dead_canal_2	mar_dummy	3	500	0	0			0	0	0
tech_ovn_mar_north_wall_2			3	tech_ovn_mar_north_wall_2	mar_dummy	4	500	0	0			0	0	0
tech_ovn_mar_dealers_market_1			4	tech_ovn_mar_dealers_market_1	mar_dummy	4	500	0	0			0	0	0
tech_ovn_mar_nippon_town			5	tech_ovn_mar_nippon_town	mar_dummy	4	500	0	0			0	0	0
tech_ovn_mar_palace_district			6	tech_ovn_mar_palace_district	mar_dummy	4	500	0	0			0	0	0
tech_ovn_mar_hightower_isle			8	tech_ovn_mar_hightower_isle	mar_dummy	4	500	0	0			0	0	0
tech_ovn_mar_luydenhoek_isle			10	tech_ovn_mar_luydenhoek_isle	mar_dummy	4	500	0	0			0	0	0
tech_ovn_mar_south_dock_2			12	tech_ovn_mar_south_dock_2	mar_dummy	4	500	0	0			0	0	0
tech_ovn_mar_craftsmarket_3			13	tech_ovn_mar_craftsmarket_3	mar_dummy	4	500	0	0			0	0	0
tech_ovn_mar_dead_canal_3			14	tech_ovn_mar_dead_canal_3	mar_dummy	4	500	0	0			0	0	0
tech_ovn_mar_knife_alley			3	tech_ovn_mar_knife_alley	mar_dummy	5	500	0	0			0	0	0
tech_ovn_mar_dealers_market_2			4	tech_ovn_mar_dealers_market_2	mar_dummy	5	500	0	0			0	0	0
tech_ovn_mar_silk_market			5	tech_ovn_mar_silk_market	mar_dummy	5	500	0	0			0	0	0
tech_ovn_mar_gold_mound			6	tech_ovn_mar_gold_mound	mar_dummy	5	500	0	0			0	0	0
tech_ovn_mar_dwarfs_hold			12	tech_ovn_mar_dwarfs_hold	mar_dummy	5	500	0	0			0	0	0
