id	duration	effect_type	requested_stance	unbreakable	cant_move	freeze_fatigue	fatigue_change_ratio	inspiration_aura_range_mod	ability_recharge_change	hp_change_frequency	damage_amount	max_damaged_entities	resurrect	mana_regen_mod	mana_max_depletion_mod	imbue_magical	imbue_ignition	imbue_contact	phase_display	phase_audio	is_hidden_in_ui	affects_allies	affects_enemies	replenish_ammo	composite_scene_group	spreading	freeze_recharge	heal_amount	barrier_heal_amount	remove_magical	execute_ratio
#special_ability_phases_tables;43;db/special_ability_phases_tables/hkrul_camille																															
hkrul_dauphine_pal	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_morale_passive		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
hkrul_dauphine_sword	35.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_defence	wh_ability_positive	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
ovn_lore_passive_sea_legs	4.0000	negative		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	false	true	0.0000			false	0.0000	0.0000	false	0.0000
ovn_spell_sea_drowned_mans_face	35.0000	negative		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_spell_heavens_curse_of_the_midnight_wind	wh2_dlc11_ability_fog_of_the_damned_debuff	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
ovn_spell_sea_drowned_mans_face_upgraded	35.0000	negative		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_spell_heavens_curse_of_the_midnight_wind	wh2_dlc11_ability_fog_of_the_damned_debuff	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
ovn_spell_sea_fountain_of_life	36.0000	positive		false	false	false	-0.5000	0.0000	0.0000	0.0000	0	-1	false	0.0000	0.0000	true	0		wh2_dlc11_spell_deep_spiteful_shot	wh2_dlc11_spell_deep_spiteful_shot	false	true	false	0.0000			false	0.0000	0.0000	false	0.0000
ovn_spell_sea_fountain_of_life_upgraded	72.0000	positive		false	false	false	-0.5000	0.0000	0.0000	0.0000	0	-1	false	0.0000	0.0000	true	0		wh2_dlc11_spell_deep_spiteful_shot	wh2_dlc11_spell_deep_spiteful_shot	false	true	false	0.0000			false	0.0000	0.0000	false	0.0000
hkrul_manann_book	36.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	1.7000	0.0000	false	0		wh2_main_generic_buff_wom_banner	wh_ability_positive_banner	false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
hkrul_mar_rusty	-1.0000	negative		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_debuff_defence_passive		false	true	true	0.0000			false	0.0000	0.0000	false	0.0000
