building	culture	subculture	faction	description	icon	disables	short_description	display_tooltip
#building_culture_variants_tables;4;db/building_culture_variants_tables/rhox_fooger								
rhox_mar_emp_walls_1			ovn_mar_house_fooger	wh_main_PLACEHOLDER	empire_walls	false	wh_main_emp_walls_1	true
rhox_mar_emp_walls_2			ovn_mar_house_fooger	wh_main_PLACEHOLDER	empire_walls	false	wh_main_emp_walls_2	true
rhox_mar_emp_walls_3			ovn_mar_house_fooger	wh_main_PLACEHOLDER	empire_walls	false	wh_main_emp_walls_3	true
rhox_mar_emp_garrison_1			ovn_mar_house_fooger	wh_main_PLACEHOLDER	empire_garrison	false	wh_main_emp_garrison_1	true
rhox_mar_emp_garrison_2			ovn_mar_house_fooger	wh_main_PLACEHOLDER	empire_garrison	false	wh_main_emp_garrison_2	true
wh_main_emp_walls_1			ovn_mar_house_fooger	wh_main_PLACEHOLDER	empire_walls	true	wh_main_emp_walls_1	true
wh_main_emp_walls_2			ovn_mar_house_fooger	wh_main_PLACEHOLDER	empire_walls	true	wh_main_emp_walls_2	true
wh_main_emp_walls_3			ovn_mar_house_fooger	wh_main_PLACEHOLDER	empire_walls	true	wh_main_emp_walls_3	true
wh_main_emp_garrison_1			ovn_mar_house_fooger	wh_main_PLACEHOLDER	empire_garrison	true	wh_main_emp_garrison_1	true
wh_main_emp_garrison_2			ovn_mar_house_fooger	wh_main_PLACEHOLDER	empire_garrison	true	wh_main_emp_garrison_2	true
