order	special_ability	target_self	target_friends	target_enemies	phase
#special_ability_to_special_ability_phase_junctions_tables;2;db/special_ability_to_special_ability_phase_junctions_tables/hkrul_mar					
1	hkrul_hendrik_pelican	true	true	false	hkrul_hendrik_pelican
1	hkrul_jk_pork	true	true	false	hkrul_jk_pork
1	hkrul_jk_corn	true	true	false	hkrul_jk_corn
1	hkrul_jk_norsca	false	true	false	hkrul_jk_norsca
1	hkrul_jk_kislev	false	true	false	hkrul_jk_kislev
1	hkrul_jk_politician	false	false	true	hkrul_jk_politician
1	hkrul_pg_hook	false	false	true	hkrul_pg_hook
1	hkrul_pg_bomb	false	false	true	hkrul_pg_bomb
1	hkrul_pg_cutlass	true	false	false	hkrul_pg_cutlass
1	hkrul_carriers_promise	true	true	false	hkrul_carriers_promise
1	hkrul_hendrik_bargain	false	false	true	hkrul_hendrik_bargain
1	hkrul_hendrik_letter	true	true	false	hkrul_hendrik_letter
1	hkrul_hendrik_faith	true	false	false	hkrul_hendrik_faith
1	hkrul_jk_slippery	true	false	false	hkrul_jk_slippery
1	hkrul_hendrik_gold	false	false	true	hkrul_hendrik_gold
1	hkrul_mar_scourge	true	false	false	hkrul_mar_scourge
1	hkrul_jk_hat	true	false	false	hkrul_jk_hat
1	hkrul_marked_solkan	false	false	true	hkrul_marked_solkan
1	hkrul_solkan_cloak	true	false	false	hkrul_solkan_cloak
1	hkrul_solkan_scales	false	false	true	hkrul_solkan_scales
1	hkrul_solkan_ring	true	false	false	hkrul_solkan_ring
1	hkrul_solkan_ring2	true	false	false	hkrul_solkan_ring2
1	hkrul_mar_sea_bride_standard	true	false	false	hkrul_mar_sea_bride_standard
1	hkrul_mar_schilder	true	false	false	hkrul_mar_schilder
1	hkrul_caravan_training	true	true	false	hkrul_caravan_training
1	hkrul_mar_lantern	true	false	false	hkrul_mar_lantern
1	hkrul_egmond_amulet	false	false	true	hkrul_egmond_amulet
1	hkrul_mar_spell_tzeentch_treason_of_tzeentch	false	false	true	wh3_main_spell_tzeentch_treason_of_tzeentch
1	hkrul_mar_spell_tzeentch_treason_of_tzeentch_upgraded	false	false	true	wh3_main_spell_tzeentch_treason_of_tzeentch_upgraded
1	hkrul_egmond_katana	true	false	false	hkrul_egmond_katana
1	hkrul_mar_defenders	true	false	false	hkrul_mar_defenders
1	hkrul_mar_fooger_backing	true	false	false	hkrul_mar_fooger_backing
1	hkrul_mar_egmond_brew	true	false	false	hkrul_mar_egmond_brew
1	hkrul_mar_egmond_simca	true	false	false	hkrul_mar_egmond_simca
1	hkrul_mar_egmond_rice	true	false	false	hkrul_mar_egmond_rice
1	hkrul_alicia_monkshood	false	false	true	hkrul_alicia_monkshood
1	hkrul_norsca_raiders	true	false	false	hkrul_norsca_raiders
1	hkrul_carriers_promise_ror	true	true	false	hkrul_carriers_promise_ror
1	hkrul_mar_stevedore	true	false	false	hkrul_mar_stevedore
1	hkrul_jaan_bribe	false	false	true	hkrul_jaan_bribe
1	hkrul_mar_lockpick	false	false	true	hkrul_mar_lockpick
1	hkrul_mar_dagger	true	false	false	hkrul_mar_dagger
1	hkrul_knot	false	false	true	hkrul_knot
1	hkrul_tales	true	true	false	hkrul_tales
1	hkrul_chains	false	false	true	hkrul_chains
1	hkrul_new_artifact	true	false	false	hkrul_new_artifact
1	hkrul_kuypers_ring	true	false	false	hkrul_kuypers_ring
1	hkrul_mar_mace	true	false	false	hkrul_mar_mace
1	hkrul_precise	true	true	false	hkrul_precise
1	hkrul_anchor	true	true	false	hkrul_anchor
1	hkrul_message	true	true	false	hkrul_message
1	hkrul_bullet	true	false	false	hkrul_bullet
1	hkrul_whipped	true	true	false	hkrul_whipped
1	hkrul_whale	true	false	false	hkrul_whale
