key	building	unit	XP	conditions	faction	enabled
#building_units_allowed_tables;4;db/building_units_allowed_tables/rhox_fooger						
1761598257	rhox_mar_eilhart	hkrul_mar_riverwarden	0	0	ovn_mar_house_fooger	true
1761598258	wh2_main_emp_roads_1	hkrul_mar_riverwarden	0	0	ovn_mar_house_fooger	true
1761598259	wh2_main_emp_roads_2	hkrul_mar_riverwarden	0	0	ovn_mar_house_fooger	true
1761598260	wh2_main_foreign_slot_discovery_emp_1	hkrul_mar_black_caps	0	0	ovn_mar_house_fooger	true
1761598261	wh2_main_foreign_slot_discovery_emp_2	hkrul_mar_black_caps	0	0	ovn_mar_house_fooger	true
1761598262	wh2_main_foreign_slot_discovery_emp_3	hkrul_mar_black_caps	0	0	ovn_mar_house_fooger	true
1761598263	wh2_main_special_empire_fort_emp_1	hkrul_burgher	0	0	ovn_mar_house_fooger	true
1761598264	wh2_main_special_empire_fort_emp_1	hkrul_mar_inf_boogschutter	0	0	ovn_mar_house_fooger	true
1761598265	wh2_main_special_empire_fort_emp_2	hkrul_burgher	0	0	ovn_mar_house_fooger	true
1761598266	wh2_main_special_empire_fort_emp_2	hkrul_mar_inf_boogschutter	0	0	ovn_mar_house_fooger	true
1761598267	wh2_main_special_empire_fort_emp_3	hkrul_burgher	0	0	ovn_mar_house_fooger	true
1761598268	wh2_main_special_empire_fort_emp_3	hkrul_mar_inf_boogschutter	0	0	ovn_mar_house_fooger	true
1761598269	wh2_main_special_empire_fort_emp_4	hkrul_mar_inf_boogschutter	0	0	ovn_mar_house_fooger	true
1761598270	wh2_main_special_empire_fort_emp_4	hkrul_burgher	0	0	ovn_mar_house_fooger	true
1761598271	wh2_main_special_empire_fort_emp_5	hkrul_burgher	0	0	ovn_mar_house_fooger	true
1761598272	wh2_main_special_empire_fort_emp_5	hkrul_mar_inf_boogschutter	0	0	ovn_mar_house_fooger	true
1761598290	wh_main_emp_forges_1	hkrul_mar_culverin	0	0	ovn_mar_house_fooger	true
1761598292	wh_main_emp_forges_1	hkrul_mar_inf_handgun	0	0	ovn_mar_house_fooger	true
1761598293	wh_main_emp_forges_2	hkrul_mar_culverin	0	0	ovn_mar_house_fooger	true
1761598296	wh_main_emp_forges_2	hkrul_mar_inf_handgun	0	0	ovn_mar_house_fooger	true
1761598297	wh_main_emp_forges_3	hkrul_mar_culverin	0	0	ovn_mar_house_fooger	true
1761598301	wh_main_emp_forges_3	hkrul_mar_inf_handgun	0	0	ovn_mar_house_fooger	true
1761598302	wh_main_emp_industry_basic_3	hkrul_carriers	0	0	ovn_mar_house_fooger	true
1761598303	wh_main_emp_settlement_major_1	hkrul_mar_inf_boogschutter	0	0	ovn_mar_house_fooger	true
1761598304	wh_main_emp_settlement_major_1	hkrul_burgher	0	0	ovn_mar_house_fooger	true
1761598305	wh_main_emp_settlement_major_2	hkrul_burgher	0	0	ovn_mar_house_fooger	true
1761598306	wh_main_emp_settlement_major_2	hkrul_mar_inf_boogschutter	0	0	ovn_mar_house_fooger	true
1761598307	wh_main_emp_settlement_major_3	hkrul_mar_inf_boogschutter	0	0	ovn_mar_house_fooger	true
1761598308	wh_main_emp_settlement_major_3	hkrul_burgher	0	0	ovn_mar_house_fooger	true
1761598309	wh_main_emp_settlement_major_4	hkrul_mar_inf_boogschutter	0	0	ovn_mar_house_fooger	true
1761598310	wh_main_emp_settlement_major_4	hkrul_burgher	0	0	ovn_mar_house_fooger	true
1761598311	wh_main_emp_settlement_major_5	hkrul_mar_inf_boogschutter	0	0	ovn_mar_house_fooger	true
1761598312	wh_main_emp_settlement_major_5	hkrul_burgher	0	0	ovn_mar_house_fooger	true
1761598313	wh_main_emp_settlement_minor_1	hkrul_burgher	0	0	ovn_mar_house_fooger	true
1761598314	wh_main_emp_settlement_minor_1	hkrul_mar_inf_boogschutter	0	0	ovn_mar_house_fooger	true
1761598315	wh_main_emp_settlement_minor_2	hkrul_burgher	0	0	ovn_mar_house_fooger	true
1761598316	wh_main_emp_settlement_minor_2	hkrul_mar_inf_boogschutter	0	0	ovn_mar_house_fooger	true
1761598317	wh_main_emp_settlement_minor_3	hkrul_burgher	0	0	ovn_mar_house_fooger	true
1761598318	wh_main_emp_settlement_minor_3	hkrul_mar_inf_boogschutter	0	0	ovn_mar_house_fooger	true
1761598320	wh_main_emp_stables_1	hkrul_mar_cav_rijders	0	0	ovn_mar_house_fooger	true
1761598322	wh_main_emp_stables_2	hkrul_mar_cav_rijders	0	0	ovn_mar_house_fooger	true
1761598323	wh_main_emp_stables_2	wh2_dlc13_emp_veh_war_wagon_0	0	0	ovn_mar_house_fooger	true
1761598324	wh_main_emp_stables_3	hkrul_mar_cav_rijders	0	0	ovn_mar_house_fooger	true
1761598326	wh_main_emp_stables_3	wh2_dlc13_emp_veh_war_wagon_0	0	0	ovn_mar_house_fooger	true
1761598327	wh_main_emp_stables_3	wh2_dlc13_emp_veh_war_wagon_1	0	0	ovn_mar_house_fooger	true
1761598328	wh_main_emp_tavern_1	hkrul_mar_fooger_qual	0	0	ovn_mar_house_fooger	true
1761598329	wh_main_emp_tavern_1	hkrul_mar_fooger_qual_great	0	0	ovn_mar_house_fooger	true
1761598330	wh_main_emp_tavern_2	hkrul_mar_fooger_qual	0	0	ovn_mar_house_fooger	true
1761598331	wh_main_emp_tavern_2	hkrul_mar_fooger_qual_great	0	0	ovn_mar_house_fooger	true
1761598332	wh_main_emp_tavern_3	hkrul_mar_fooger_qual	0	0	ovn_mar_house_fooger	true
1761598333	wh_main_emp_tavern_3	hkrul_mar_fooger_qual_great	0	0	ovn_mar_house_fooger	true
1761598334	wh_main_special_marienburg_port_1	rhox_mar_cst_inf_sartosa_free_company_0	0	0	ovn_mar_house_fooger	true
1761598335	wh_main_special_marienburg_port_1	rhox_mar_cst_inf_sartosa_militia_0	0	0	ovn_mar_house_fooger	true
1761598336	wh_main_special_marienburg_port_2	rhox_mar_cst_inf_sartosa_free_company_0	0	0	ovn_mar_house_fooger	true
1761598337	wh_main_special_marienburg_port_2	rhox_mar_cst_inf_sartosa_militia_0	0	0	ovn_mar_house_fooger	true
1761598338	wh_main_special_marienburg_port_3	rhox_mar_cst_inf_sartosa_free_company_0	0	0	ovn_mar_house_fooger	true
1761598339	wh_main_special_marienburg_port_3	rhox_mar_cst_inf_sartosa_militia_0	0	0	ovn_mar_house_fooger	true
1761598340	wh_main_special_settlement_couronne_1_emp	hkrul_burgher	0	0	ovn_mar_house_fooger	true
1761598341	wh_main_special_settlement_couronne_1_emp	hkrul_mar_inf_boogschutter	0	0	ovn_mar_house_fooger	true
1761598342	wh_main_special_settlement_couronne_2_emp	hkrul_burgher	0	0	ovn_mar_house_fooger	true
1761598343	wh_main_special_settlement_couronne_2_emp	hkrul_mar_inf_boogschutter	0	0	ovn_mar_house_fooger	true
1761598344	wh_main_special_settlement_couronne_3_emp	hkrul_burgher	0	0	ovn_mar_house_fooger	true
1761598345	wh_main_special_settlement_couronne_3_emp	hkrul_mar_inf_boogschutter	0	0	ovn_mar_house_fooger	true
1761598346	wh_main_special_settlement_couronne_4_emp	hkrul_burgher	0	0	ovn_mar_house_fooger	true
1761598347	wh_main_special_settlement_couronne_4_emp	hkrul_mar_inf_boogschutter	0	0	ovn_mar_house_fooger	true
1761598348	wh_main_special_settlement_couronne_5_emp	hkrul_burgher	0	0	ovn_mar_house_fooger	true
1761598349	wh_main_special_settlement_couronne_5_emp	hkrul_mar_inf_boogschutter	0	0	ovn_mar_house_fooger	true
1761598350	wh3_dlc25_emp_shooting_range_1	hkrul_mar_cav_rijders_crossbow	0	0	ovn_mar_house_fooger	true
1761598351	wh3_dlc25_emp_shooting_range_2	hkrul_mar_cav_rijders_crossbow	0	0	ovn_mar_house_fooger	true
1761598352	wh3_dlc25_emp_shooting_range_3	hkrul_mar_cav_rijders_crossbow	0	0	ovn_mar_house_fooger	true
1761598353	wh3_dlc25_emp_shooting_range_2	hkrul_mar_inf_handgun	0	0	ovn_mar_house_fooger	true
1761598354	wh3_dlc25_emp_shooting_range_3	hkrul_mar_inf_handgun	0	0	ovn_mar_house_fooger	true
1761598356	wh_main_emp_barracks_1	hkrul_mar_inf_goedendagers	0	0	ovn_mar_house_fooger	true
1761598360	wh_main_emp_barracks_2	hkrul_mar_inf_goedendagers	0	0	ovn_mar_house_fooger	true
1761598361	wh_main_emp_barracks_2	hkrul_privateers_dual_swords	0	0	ovn_mar_house_fooger	true
1761598363	wh_main_emp_barracks_3	hkrul_mar_inf_greatsword	0	0	ovn_mar_house_fooger	true
1761598366	wh_main_emp_barracks_3	hkrul_mar_inf_goedendagers	0	0	ovn_mar_house_fooger	true
1761598367	wh_main_emp_barracks_3	hkrul_privateers_dual_swords	0	0	ovn_mar_house_fooger	true
1761598368	wh_main_emp_barracks_3	hkrul_privateers	0	0	ovn_mar_house_fooger	true
1761598369	wh_main_emp_barracks_1	hkrul_mar_fooger_qual	0	0	ovn_mar_house_fooger	true
1761598370	wh_main_emp_barracks_1	hkrul_mar_fooger_qual_great	0	0	ovn_mar_house_fooger	true
1761598371	wh_main_emp_barracks_2	hkrul_mar_fooger_qual	0	0	ovn_mar_house_fooger	true
1761598372	wh_main_emp_barracks_2	hkrul_mar_fooger_qual_great	0	0	ovn_mar_house_fooger	true
1761598373	wh_main_emp_barracks_3	hkrul_mar_fooger_qual	0	0	ovn_mar_house_fooger	true
1761598374	wh_main_emp_barracks_3	hkrul_mar_fooger_qual_great	0	0	ovn_mar_house_fooger	true
1761598376	wh_main_emp_forges_4	hkrul_mar_culverin	0	0	ovn_mar_house_fooger	true
