key	building	unit	XP	conditions	faction	enabled
#building_units_allowed_tables;4;db/building_units_allowed_tables/rhox_mar_landmark_exclude						
296403263	wh_main_special_marienburg_port_1	hkrul_mar_riverwarden	0	0	wh_main_emp_marienburg	false
296403265	wh_main_special_marienburg_port_2	hkrul_mar_riverwarden	0	0	wh_main_emp_marienburg	false
296403267	wh_main_special_marienburg_port_3	hkrul_mar_riverwarden	0	0	wh_main_emp_marienburg	false
296403268	wh_main_special_marienburg_port_2	hkrul_privateers_dual_swords	0	0	wh_main_emp_marienburg	false
296403269	wh_main_special_marienburg_port_2	hkrul_privateers	0	0	wh_main_emp_marienburg	false
296403270	wh_main_special_marienburg_port_2	hkrul_mar_sons_of_manann	0	0	wh_main_emp_marienburg	false
296403271	wh_main_special_marienburg_port_3	hkrul_privateers_dual_swords	0	0	wh_main_emp_marienburg	false
296403272	wh_main_special_marienburg_port_3	hkrul_privateers	0	0	wh_main_emp_marienburg	false
296403273	wh_main_special_marienburg_port_3	hkrul_mar_sons_of_manann	0	0	wh_main_emp_marienburg	false
296403274	wh_main_special_marienburg_port_3	hkrul_mar_knights_griffon	0	0	wh_main_emp_marienburg	false
296403275	hkrul_mar_suiddock	hkrul_mar_inf_boogschutter	0	0	wh_main_emp_marienburg	false
296403277	hkrul_mar_suiddock	hkrul_burgher	0	0	wh_main_emp_marienburg	false
296403279	rhox_mar_rijker	hkrul_mar_inf_goedendagers	0	0	wh_main_emp_marienburg	false
296403280	rhox_mar_rijker	hkrul_mar_cav_rijders	0	0	wh_main_emp_marienburg	false
296403281	rhox_mar_rijker	hkrul_mar_cav_rijders_crossbow	0	0	wh_main_emp_marienburg	false
296403282	rhox_mar_rijker	hkrul_mar_inf_handgun	0	0	wh_main_emp_marienburg	false
296403283	rhox_mar_rijker	hkrul_mar_culverin	0	0	wh_main_emp_marienburg	false
296403285	hkrul_mar_temple_haeyndrik	hkrul_mar_inf_greatsword	0	0	wh_main_emp_marienburg	false
296403286	hkrul_mar_temple_haeyndrik	hkrul_carriers	0	0	wh_main_emp_marienburg	false
296403288	wh_main_special_marienburg_port_1	hkrul_mar_riverwarden	0	0	ovn_mar_house_den_euwe	false
296403290	wh_main_special_marienburg_port_2	hkrul_mar_riverwarden	0	0	ovn_mar_house_den_euwe	false
296403292	wh_main_special_marienburg_port_3	hkrul_mar_riverwarden	0	0	ovn_mar_house_den_euwe	false
296403293	wh_main_special_marienburg_port_2	hkrul_privateers_dual_swords	0	0	ovn_mar_house_den_euwe	false
296403294	wh_main_special_marienburg_port_2	hkrul_privateers	0	0	ovn_mar_house_den_euwe	false
296403295	wh_main_special_marienburg_port_2	hkrul_mar_sons_of_manann	0	0	ovn_mar_house_den_euwe	false
296403296	wh_main_special_marienburg_port_3	hkrul_privateers_dual_swords	0	0	ovn_mar_house_den_euwe	false
296403297	wh_main_special_marienburg_port_3	hkrul_privateers	0	0	ovn_mar_house_den_euwe	false
